GenA	GenB	MI
PDHB	SACM1L	0.265014
TMEM14C	TMEM14B	0.264999
EMC8	CHMP1A	0.264995
TTC33	LMBRD2	0.26499
PSMC3	NDUFS3	0.264988
PLVAP	S1PR1	0.264971
COX10	COPS3	0.26497
NTHL1	MCRIP2	0.264967
CSE1L	TAF4	0.264965
TAF2	POLR2K	0.264959
CTBP1	TADA2B	0.264949
MLST8	TBL3	0.264942
JAK3	PTPN7	0.264939
ELOB	CLIP2	0.264933
BAG6	ABCF1	0.264916
ITGA4	FERMT3	0.264904
SASH3	IRF8	0.264901
STT3A	HMBS	0.264885
CCDC12	ARPC4	0.264881
ZNF264	ZNF543	0.264876
LSG1	FYTTD1	0.264874
ST8SIA4	CD226	0.264866
NCBP3	DPH1	0.264858
GIMAP6	NLRC3	0.264852
ABCF3	PCYT1A	0.264852
PLXNC1	TLR4	0.264825
CD86	ARHGAP25	0.264818
CNTROB	NEURL4	0.264768
MS4A6A	PARVG	0.264749
RIC1	RCL1	0.264729
CORO1A	GNGT2	0.26471
DYNC1LI1	CNOT10	0.264708
TAGAP	NLRC3	0.264703
DROSHA	CCDC127	0.264692
RO60	ZBTB41	0.264683
SENP5	PCYT1A	0.264681
C1QBP	PSMB6	0.26468
TSR1	ANKFY1	0.264667
SIL1	LYRM4	0.264667
PSME2	PSME2P2	0.26466
CCAR2	MAK16	0.264657
RHOH	TRPV2	0.264623
CNOT10	QRICH1	0.264619
RPS21	COPS9	0.264612
BCAS4	CCDC57	0.26461
GPALPP1	COG3	0.264609
RNF167	PSMB6	0.264557
RPRD1B	YTHDF1	0.264552
NUP98	COPB1	0.264543
SPI1	DOCK2	0.264528
CAPN7	FGD5-AS1	0.264523
VHL	TADA3	0.264519
TMEM62	GFPT1	0.264511
TIMM13	MICOS13	0.2645
ACTR8	DCAF1	0.264483
IL18RAP	SEPTIN1	0.264474
TRAF3IP3	GIMAP1	0.264462
MS4A6A	C1orf54	0.264462
CSF1R	TRPV2	0.264459
RRP9	ATRIP	0.264453
STK4	YWHAB	0.26444
CLIP2	SMUG1	0.264436
ABI3	SLC8A1	0.264435
CSTF1	PSMA7	0.264433
MTCH2	API5	0.264423
CSTF1	GID8	0.264418
GPR65	IKZF1	0.264415
MYO1F	NLRC3	0.264394
PIAS4	DOHH	0.264381
ZW10	DLAT	0.264377
MMAB	FAAP20	0.264366
SASH3	AGAP2	0.264357
PPCDC	TMEM219	0.264349
JAK3	NLRC3	0.264347
ZC3H13	COG6	0.264341
UBE2K	MED28	0.264339
RHOA	QARS1	0.264328
MAP4K1	ARHGEF6	0.264325
DHX30	GNL3	0.264321
RAE1	VAPB	0.264316
MEF2C	CD34	0.264314
PIK3CA	ABCF3	0.264313
FAM193A	MRFAP1	0.264302
TIMP2	ANTXR1	0.26429
CD93	COL4A1	0.264267
CYTH4	LCK	0.264265
OAS1	MX1	0.264259
C1orf162	SLC8A1	0.264248
SENP6	MAP3K7	0.264238
CLPP	HDGFL2	0.264238
MLLT10	UPF2	0.264237
EI24	PAFAH1B2	0.264237
EHMT2	PRRC2A	0.264236
ATP11B	UBXN7	0.264208
NSUN2	NIPBL	0.264203
NAF1	NAA15	0.2642
SNX5	SNRPB2	0.264175
CCDC57	C10orf95-AS1	0.264141
PTDSS2	PSMD13	0.264136
SNRPN	DISP1	0.264118
CD86	C1orf54	0.264115
NEK2	NUF2	0.2641
IFT52	DNTTIP1	0.2641
PSMA7	ADRM1	0.264088
TUSC2	GNL3	0.264078
SLBP	MRFAP1	0.264062
PCDH17	HSPA12B	0.264061
MTRF1	COG6	0.264047
SNX20	HNRNPA1P21	0.264042
TTC33	RICTOR	0.264035
PIAS4	ABHD17A	0.264027
TMEM219	SDHAF2	0.264008
NAT10	EIF3M	0.264004
PIK3CG	ARHGAP30	0.263993
ETFB	RTN4IP1	0.26397
APBB1IP	ST8SIA4	0.263933
AKAP11	COG6	0.263932
PAFAH1B1	DERL2	0.263929
WDR48	RPL15	0.263927
CCNC	SNX3	0.263864
PIK3CA	DNAJC19	0.263856
ARHGAP9	PLCB2	0.263843
MEF2C	GYPC	0.26384
KCNAB2	CD37	0.263836
CD226	GIMAP1	0.263828
BCL7C	ALG1L1P	0.263828
SLC30A9	TMEM128	0.263819
TRAF3IP3	GAB3	0.263815
RASSF4	PIK3R5	0.263796
ACTR8	DCP1A	0.263784
TMEM128	NELFA	0.263782
MTG2	PSMA7	0.263753
DHX33	NCBP3	0.263739
WAPL	MRPS16	0.263721
DBR1	DNAJC13	0.263686
GASK1B	ZEB2	0.263669
ZNF600	ZNF28	0.263666
PIK3CG	MYO1G	0.263665
LAT2	CYTH4	0.263662
ACTR8	APPL1	0.263641
ACAP2	PIK3CA	0.263635
SLC25A11	PRPF8	0.263631
PSMA1	PSMD13	0.263616
NCBP3	MIS12	0.263599
NISCH	QRICH1	0.263595
PRKAA1	NIPBL	0.263587
BTK	TMEM273	0.263572
PDCD10	WDR53	0.26357
IFFO1	PLCB2	0.263556
KMT2A	RNF214	0.263553
TBXAS1	PIK3R5	0.263515
CYTH4	RHOH	0.263513
MEF2C	DIPK2B	0.263493
UQCC5	RPLP2	0.26348
NOP14	HTT	0.263477
CASZ1	PCNX2	0.263477
NCKAP1L	TNFAIP8L2	0.263452
PUSL1	ATAD3A	0.26343
GLRX2	UCHL5	0.263427
CD226	TRPV2	0.263421
FXR2	TOP3A	0.263356
TUSC2	SACM1L	0.263353
BTK	SELPLG	0.263347
RANBP3	CACTIN	0.263322
ZNF644	MTF2	0.263294
FGFR1OP2	MED21	0.26327
MTG2	RALGAPB	0.26326
TYROBP	SLC39A13-AS1	0.263259
RNH1	PHRF1	0.263257
FYTTD1	UBXN7	0.263249
TMF1	PBRM1	0.263228
VPS53	SMYD4	0.263211
NSUN2	EXOC3	0.263204
FYTTD1	PPP1R2	0.263193
MRPS7	NUP85	0.263185
FLT4	CD34	0.263166
PSEN1	SNW1	0.263161
FAM110D	ARHGEF15	0.263147
MYO1F	FPR3	0.263145
MTCH2	PSMC3	0.263139
CSNK1G2	THOP1	0.263106
ZNF7	ZNF16	0.263102
RPLP2	LCMT1	0.263094
MAEA	DHX15	0.263094
NAA50	CIP2A	0.263086
C2CD4D	C2CD4D-AS1	0.26308
PIK3R5	C3AR1	0.263076
ACAP1	GIMAP1	0.263074
NKAPD1	RNF214	0.263059
GNAI3	ATP5PB	0.263047
SENP5	RNF168	0.263041
DDX1	ACP1	0.263009
IMMT	SUCLG1	0.263007
OXSM	CNOT10	0.263006
UBP1	KIAA1143	0.262994
SPCS1	SEC13	0.262989
STAU1	SERINC3	0.262975
RFT1	ATRIP	0.262935
SIRT6	GTF2F1	0.262925
RPUSD4	NFRKB	0.262899
AK3	BRD10	0.262899
NHLRC2	DCLRE1A	0.262898
COPS5	YTHDF3	0.262895
CD93	ACVRL1	0.262878
USP33	MIER1	0.262873
C5orf22	CCT5	0.262871
LAMTOR3	UBE2D3	0.262869
WBP4	COG6	0.26283
NOVA2	RAMP3	0.262825
FBXL3	OBI1	0.262822
NOL11	TACO1	0.262808
GORASP1	CLASP2	0.262765
FIG4	PDSS2	0.262705
PSMA1	TMEM219	0.262694
ARHGEF7	DCUN1D2	0.262686
MYO1G	PIK3R5	0.262685
ABI3	RNASE6	0.262673
RHOA	APEH	0.262666
NUP133	NVL	0.262638
TRPV2	PLEKHO2	0.262623
PRKAR2A	RRP9	0.262604
MS4A7	MS4A14	0.262604
OTUD5	UXT	0.262582
DHX30	BRPF1	0.262537
PSMB6	GLOD4	0.262534
WDR48	RBSN	0.262516
SMARCA5	NAA15	0.262497
PRPF31	SYMPK	0.262479
TSSC4	PSMD13	0.262476
TSC2	WDR90	0.262445
CWF19L2	CUL5	0.262441
ABCE1	PPID	0.262425
CSNK2A1	SNRPB2	0.262414
SPRTN	SDE2	0.262411
NSUN2	RAD1	0.262407
MIS12	ANKFY1	0.262396
EXOC8	BROX	0.262394
MMAB	TMEM219	0.262354
BTK	C1orf54	0.262285
FARS2	MICOS10	0.262276
TPD52L2	MTG2	0.262269
RABEP1	ANKFY1	0.262265
RPS25	TRAPPC4	0.262259
DGKH	NAA16	0.262254
EAF1	SETD2	0.262245
ZNF441	ZNF442	0.262225
ACAP1	TSPOAP1-AS1	0.262201
TFE3	TSR2	0.2622
NISCH	WDR6	0.262199
EIF2B5	PCYT1A	0.262199
SIL1	NAA38	0.262158
AIF1	GIMAP1	0.26213
GIMAP8	AIF1	0.262122
YWHAZP5	TCEA1P2	0.262121
SLC8A1	TRPV2	0.262115
TBC1D23	CPOX	0.262106
ITGA4	SNX20	0.262096
ABCB1	ARHGAP9	0.262083
EIF2B5	SENP2	0.262058
ATOX1	RPLP2	0.262058
ILKAP	EIF4E2	0.262048
APBB1IP	LPXN	0.262043
TYROBP	FCGR2A	0.262042
WAS	MFNG	0.262041
FAM76B	JRKL	0.262034
GNL3	RBM15B	0.26203
CFAP97	TRAPPC11	0.262024
ANAPC4	LIAS	0.26202
SELPLG	GIMAP6	0.262018
CHMP1A	IST1	0.262011
ENY2	UQCRB	0.261999
SCO1	TIMM22	0.26199
GGT5	PMP22	0.26199
RNF6	MTMR6	0.261977
PRKCI	PHC3	0.261962
GPR65	GNG2	0.261949
RPS15P4	RPL6P27	0.261934
ATG16L1	TRIP12	0.261934
PSMF1	PTPRA	0.261929
COPB1	SPTY2D1	0.261922
RBM18	PDCL	0.261886
ALG3	EEF1AKMT4	0.26184
TMEM128	PACRGL	0.261839
APBB1IP	MNDA	0.261835
ADD1	MAEA	0.261833
RPAIN	FXR2	0.261832
DOCK10	GAB3	0.261821
TBXAS1	HAVCR2	0.261819
ABRAXAS2	MCMBP	0.261814
LY86	C1orf162	0.261813
DDX27	YWHAB	0.261812
ELAC2	COPS3	0.261804
SNRPN	PPCDC	0.26179
SIL1	ATP5MC2	0.26178
RAB5A	DPH3	0.261774
BOD1L1	TMEM128	0.261762
RASGRP2	MFNG	0.26176
PCMT1	SF3B5	0.261758
DCAF1	IP6K1	0.261747
ZNF160	ZNF816	0.261745
RIC8A	PSMD13	0.261745
C1QBP	TIMM22	0.261742
BCAS4	RTN4IP1	0.261733
GAB3	GNG2	0.261729
THOC2	AIFM1	0.261728
MTAP	FOCAD	0.261692
M6PR	LPCAT3	0.261683
PRKAA1	LMBRD2	0.26166
SNX3	RARS2	0.261635
ZNF671	CYTH4	0.261634
SCAMP3	PI4KB	0.261612
MYO1G	GAB3	0.261608
PAFAH1B1	GLOD4	0.261553
SIL1	PSMA1	0.261544
BOD1L1	ZCCHC4	0.261532
TNIP2	TADA2B	0.261522
AAMP	MRPL44	0.26152
KHSRP	PIAS4	0.261488
TRAF3IP3	ARHGAP30	0.261459
AKAP11	ELF1	0.261456
TRAF3IP3	GIMAP6	0.261452
GORASP1	SACM1L	0.261441
DVL3	DNAJC19	0.261434
C11orf58	NAP1L4	0.261416
DPM1	RPRD1B	0.261408
RNASE6	GIMAP1	0.261384
TAGAP	SEPTIN1	0.261383
CUL4B	MCTS1	0.261367
NCBP3	MED11	0.261357
TNFRSF1B	CORO1A	0.261341
ADGRF5	NOTCH4	0.261337
ZW10	RPS25	0.261307
RAB14	RBM18	0.261305
CD300A	C3AR1	0.261301
BRIX1	MARCHF6	0.261298
TIMM8B	TRAPPC4	0.261295
SNX20	GPSM3	0.26128
PAFAH1B1	MAP2K4	0.261278
ATRIP	IP6K1	0.261276
NUP88	SCO1	0.261253
COPZ1	PRR13	0.261247
XRN2	ESF1	0.261228
HSPA12B	ACVRL1	0.26122
ZFR	ICE1	0.261212
AKT2	SAMD4B	0.261204
ITGA4	TESPA1	0.261201
SF3A2	YJU2	0.261194
EIF3J	COPS2	0.261179
AURKA	UBE2C	0.261172
SPEN-AS1	ZMPSTE24-DT	0.261162
POLR2C	RSPRY1	0.26116
GOLPH3	NIPBL	0.261148
CDADC1	KPNA3	0.261132
AKNA	DOCK10	0.261112
EMCN	FAM110D	0.261099
LMF1	PPCDC	0.261097
INTS10	CHMP7	0.261086
REL	NONOP2	0.261077
LCP2	FPR3	0.261068
GAB3	CSF1R	0.261053
SIRT6	UBXN6	0.261042
UBA3	SACM1L	0.261038
RHOH	GPSM3	0.261013
POLR3F	SMIM26	0.261008
STRAP	WBP11	0.260998
REXO1	ABHD17A	0.260989
MAP4K1	FERMT3	0.260965
BBOF1	DNAL1	0.260963
RNF123	RBM15B	0.260954
HDLBP	GMPPA	0.260929
MYO1G	RHOH	0.260921
HYOU1	PCSK7	0.260917
NOVA2	EMCN	0.260914
ZNF226	ZNF225	0.260906
IFFO1	GYPC	0.260901
CD93	GJA4	0.2609
VPS28	PUF60	0.260898
NCBP3	GEMIN4	0.26089
TTC33	PAIP1	0.260886
DDX27	TAF4	0.260885
LHFPL5	DDX39B	0.260863
ADAMTS2	OLFML2B	0.260828
NEK4	SACM1L	0.260818
APOBEC3H	IKZF3	0.260818
ATG3	NEPRO	0.260754
POLA2	PPCDC	0.260736
DCAF1	CLASP2	0.260718
EMCN	GJA4	0.260715
RBM15B	DCP1A	0.260704
SEPTIN1	TSPOAP1-AS1	0.260672
ZNF548	TRAPPC2B	0.26067
RAB5A	RPL15	0.260668
STK25	RNPEPL1	0.260665
CCDC174	PDCD6IP	0.260659
BRIX1	ZNF622	0.260656
FMR1	VAMP7	0.260642
GLRX5	SETD3	0.260638
MYO1F	ZEB2	0.260621
TMEM19	THAP2	0.260587
OXSR1	SETD2	0.260556
WAS	LPXN	0.260553
NDUFAF5	CSNK2A1	0.260546
TOLLIP	PKP3	0.260544
SEC63	CCNC	0.260532
UBP1	FGD5-AS1	0.260493
RPS13	RRP8	0.260486
CD33	C1orf162	0.260478
MAP4K1	TAGAP	0.260473
PSMA7	VAPB	0.260463
FASTKD3	RIMOC1	0.260455
APOBEC3H	SEPTIN1	0.260442
NOC2L	ATAD3A	0.260441
MS4A6A	PLXNC1	0.260434
NCKAP1L	ELMO1	0.260395
DISP1	LCMT1	0.260393
ZNF212	ZNF282	0.26039
CD4	TASL	0.260373
RPRD1B	STAU1	0.260354
OTUD5	CCDC22	0.260345
PRKAA1	RICTOR	0.260329
ALG8	COA4	0.260315
PARVG	CD226	0.260306
TRAF3IP3	ARHGAP25	0.260305
ORC3	MAP3K7	0.260297
SGTA	CACTIN	0.260296
ELOB	UQCC5	0.260294
SNRPB2	SMIM26	0.260293
MKRN2	TSEN2	0.260252
AURKAIP1	ATAD3A	0.260221
ZNF621	NR2C2	0.260215
ELF1	NAA16	0.260214
CHMP4B	ERGIC3	0.260212
KNSTRN	BUB1B	0.260184
CD37	HNRNPA1P21	0.260179
FAM3A	SLC10A3	0.260175
SKP2	DNAJC21	0.260171
OSBPL11	ZNF148	0.260158
NCKAP1L	RNASE6	0.260138
YWHAE	TIMM22	0.260135
USP19	ZNF445	0.260125
TIE1	PCDH12	0.260119
MYO1F	ARHGAP45	0.260115
MAP4K1	GAB3	0.260094
PRUNE1	UBAP2L	0.260092
GORASP1	PDCD6IP	0.260091
MYO1G	LCK	0.260058
GRPEL1	HAUS3	0.260054
ZNF765	ZNF525	0.260052
KCNAB2	PARVG	0.26004
PCDH17	PECAM1	0.259991
RABEP1	PRPF8	0.259983
FASTKD3	DNAJC21	0.259967
TSEN2	CHCHD4	0.259956
RALY	COMMD7	0.25992
TARS1	DNAJC21	0.259917
MYO1F	FCER1G	0.259912
SCNM1	VPS72	0.259909
NOP14	NELFA	0.259906
LYRM2	SDHAF2	0.259904
TTC33	FASTKD3	0.259899
WIZ	RAD23A	0.259898
DCUN1D1	TBCCD1	0.259878
LCMT1	CORO7	0.259874
EPM2AIP1	FGD5-AS1	0.25985
MYO1F	C3AR1	0.259835
PPP5C	SAE1	0.259834
GRSF1	G3BP2	0.259801
NDUFC1	ANAPC10	0.259788
EXOSC2	SURF6	0.259786
SUB1	ZNF131	0.259772
SNRPC	PFDN6	0.25977
SMARCC1	CNOT10	0.259761
PSMD10	ARMCX5	0.259756
VAMP7	TMLHE	0.259732
BCAS4	CTNNBL1	0.259707
MRPL44	GIGYF2	0.259694
NDUFB3	NIF3L1	0.259691
AIMP1	NAA15	0.259688
GIMAP8	SLC8A1	0.259681
RTF2	CTNNBL1	0.259664
RRP9	RBM15B	0.259651
GRPEL1	NELFA	0.259638
TYROBP	LCP2	0.259632
MYO1F	DOK3	0.259627
DBR1	ATR	0.259609
ENY2	MRPL13	0.259608
NAA50	ZNF148	0.259604
C3AR1	LILRB3	0.259604
SNAPIN	UBE2Q1	0.259587
GNA11	THOP1	0.259559
UQCC5	CCDC57	0.259551
ITGA4	ZEB2	0.259551
RRP9	BRPF1	0.259545
GIMAP1	CASP4LP	0.259519
MEF2C	CLEC14A	0.259509
LARS2	KIAA1143	0.259478
UBE2K	RAB28	0.259476
WDR1	ADD1	0.259467
CD180	DOK3	0.259462
GIMAP1	HNRNPA1P21	0.259454
SIGLEC9	ITGAX	0.25945
TMEM128	MRFAP1	0.259445
RGS5	TM4SF18	0.259434
NAA50	LRRC58	0.259424
POFUT1	MAPRE1	0.25941
NCKAP1L	LY96	0.259406
FLT4	PLVAP	0.259401
ZEB1	A2M	0.259392
RNMT	FAM210A	0.259391
SMARCA5	OTUD4	0.259384
ADGRL4	EXOC3L2	0.259369
ATP6AP1	SLC10A3	0.259368
MPDU1	PSMB6	0.259355
TENT4A	DNAJC21	0.25935
GPR65	IL16	0.259331
AGAP2	LCK	0.259329
CCNF	PLK1	0.259328
RPS15	CLPP	0.25932
OPA1	DNAJC19	0.259318
HLTF	SMC4	0.259303
TMEM258	COPS9	0.259299
SPTY2D1	CTR9	0.259297
TUSC2	TMEM115	0.259272
BTK	CD226	0.259263
BIN3	CCAR2	0.259259
PTPN7	GNGT2	0.259257
RPLP2	UBA52	0.259249
SMIM7	UBA52	0.259246
BTK	PLXNC1	0.259231
CCNC	SF3B5	0.25923
STK35	TBC1D20	0.259218
BTK	NLRC4	0.259199
MACROD1	MMAB	0.259191
BABAM1	TMEM219	0.259189
SENP5	DVL3	0.259186
NLRC4	CSF1R	0.259183
EIF3B	PSMG3	0.259181
APEH	RNF123	0.259144
C5orf22	MTRR	0.259142
ZC3H12D	SEPTIN1	0.259139
DVL2	CNTROB	0.259136
SSR3	SLC33A1	0.259131
CDC73	SDE2	0.259123
ARF5	ATP6V1F	0.259099
LRRC32	GASK1B	0.259087
TMEM115	CNOT10	0.25908
KIAA1143	SMARCC1	0.259067
MRPS7	MRPL58	0.259061
NOL10	CPSF3	0.259056
IDH3G	ATP6AP1	0.259056
SSB	CWC22	0.259043
RAD54L2	CNOT10	0.259037
PQBP1	RBM10	0.259031
SETD2	FGD5-AS1	0.259024
EI24	CHEK1	0.259022
PSMD8	YIF1B	0.259019
ZNF461	ZNF790	0.259005
C3orf52	TBILA	0.259004
ZBTB11	CEP97	0.259003
RBM7	NKAPD1	0.259
BCAS4	RPS21	0.258984
BUB3	MCMBP	0.258972
USP19	IFRD2	0.258957
ATRX	ABCB7	0.258956
ANGPTL2	OLFML2B	0.258952
FCER1G	RNASE6	0.258948
SENP5	FBXO45	0.258946
LCP2	SFMBT2	0.258925
SENP5	PAK2	0.258918
BCAS4	PPCDC	0.258915
SNRPN	PSMA1	0.258894
UBL4A	IRAK1	0.258874
PCYT1A	UBXN7	0.258872
ABI3	FCER1G	0.258861
VTA1	MMS22L	0.258852
APPL1	KIAA1143	0.258838
CCAR2	PPP2R2A	0.258827
ELAC2	PSMB6	0.258823
MON1A	ARIH2	0.258818
FLT4	MYCT1	0.258809
ACTR8	NEK4	0.258803
RRP9	SMARCC1	0.258792
GDI2	CDC123	0.258776
HAVCR2	SLC8A1	0.258765
DPM1	CSE1L	0.258745
KLHL18	EAF1	0.258743
UQCC5	NSMCE1	0.258741
VAMP7	SLC10A3	0.258738
ARHGAP30	GIMAP1	0.258729
DVL3	PCYT1A	0.258714
LARS2	IFRD2	0.258711
ACAP1	APOBEC3H	0.258687
MTRR	MRPL36	0.258682
NUP98	TSSC4	0.25868
BCS1L	CNOT9	0.258667
LSG1	MCCC1	0.258666
IFFO1	TLR4	0.258666
FLT1	DLL4	0.258662
FAM78A	CASP4LP	0.258649
MYCT1	LRRC32	0.258587
LSG1	ABCF3	0.258584
MARCHF1	C3AR1	0.258583
CORO1A	GIMAP8	0.258581
POLR2E	SGTA	0.258579
ZNF383	ZNF420	0.258569
MON1B	ATXN1L	0.258568
DVL3	MFN1	0.258562
MNDA	ZEB2	0.258561
CAPN10	ATG4B	0.258558
NCBP3	CAMTA2	0.258543
SKP1	HINT1	0.25853
ARCN1	PPP2R1B	0.258528
VARS1	ABCF1	0.2585
ELOB	MCRIP2	0.258484
PUS3	NKAPD1	0.258471
LARS2	RBM15B	0.258456
EDC4	MON1B	0.25845
ACTR8	SPCS1	0.258449
CACTIN	ABHD17A	0.258425
SGTA	FZR1	0.258419
RASAL3	FMNL1	0.258418
MAP3K7	CDC40	0.258408
RAB5A	PSMD6	0.258383
PPP4R2	PDHB	0.258375
SLC30A9	UBE2K	0.258369
NEK4	ARIH2	0.258366
C1orf54	GPR65	0.258355
TMEM33	GRPEL1	0.258352
MYO1F	FMNL1	0.258349
LAT2	ABI3	0.258347
ELOB	PSMA1	0.258345
RPS5	RPL13A	0.25834
NFRKB	HINFP	0.258333
HAVCR2	CCR1	0.258318
CHCHD2P9	CHCHD2P2	0.2583
SEC22C	RBM15B	0.258287
MRTO4	NOC2L	0.258286
LRRC32	ARHGEF15	0.258284
BYSL	RRP36	0.25828
ELOB	ATOX1	0.258277
GOLPH3	TMEM267	0.258262
CCDC71	SETD2	0.258248
UBP1	SACM1L	0.258239
DCUN1D1	PAK2	0.258239
MAP2K4	SCO1	0.258235
FOXRED1	CHEK1	0.258221
PCDH12	EXOC3L2	0.258216
TUSC2	RBM15B	0.258207
DOCK2	GPSM3	0.258188
ARHGAP30	TRPV2	0.258175
FZR1	PIP5K1C	0.258164
MKRN2	SMARCC1	0.258162
LSM4	RPL39L	0.25816
RAE1	MTG2	0.258159
GPR65	RNASE6	0.258159
DOT1L	CACTIN	0.258152
CD37	MYO1G	0.258144
ARHGAP9	FMNL1	0.258143
RPS13	IPO7	0.258142
FMR1	PHF6	0.258118
TMEM115	RPL29	0.258104
PFN1	EIF5A	0.258093
EDEM2	ERGIC3	0.258089
PPP1R3D	FAM217B	0.258083
CLPTM1L	MRPL36	0.258072
ESAM	GJA4	0.258062
CD4	MARCHF1	0.258033
TTC1	LCMT1	0.258026
YJU2	LSM7	0.258021
RAD21	MTBP	0.258019
TLR4	FPR3	0.258015
CSTF1	DIDO1	0.257988
RO60	CDC73	0.257974
MARCHF1	AIF1	0.257971
CTNNBL1	NSMCE1	0.257964
MIS12	SMYD4	0.257962
THUMPD3	TADA3	0.257954
RTN4IP1	ARRB1	0.257917
GYPC	ZEB2	0.257909
IFFO1	TNFAIP8L2	0.257902
RPA1	PRPF8	0.257897
CNOT6	MAML1	0.257883
LCP2	C3AR1	0.257864
USP4	APEH	0.257834
TM4SF18	COL4A1	0.257828
SMUG1	MACROD1	0.257799
MYO1G	IKZF1	0.257788
OLFML2B	ZEB2	0.257775
SURF4	SEC16A	0.257772
SS18L2	UBP1	0.257772
TBC1D31	MTBP	0.257755
EIF4E	MAD2L1	0.257755
SNX3	GTF3C6	0.257754
CYTH4	ABI3	0.257735
GIMAP6	C3AR1	0.257723
ZEB2	LRRC25	0.25772
ITGA4	SPN	0.257699
DNAJC3	TM9SF2	0.257676
PCID2	NAXD	0.257674
GNG2	CASP4LP	0.257657
ARFGEF2	STAU1	0.257641
TAF2	MTBP	0.257628
TNFAIP8L2	TRPV2	0.257607
LCK	ARHGAP30	0.257603
ZNF529	ZNF345	0.257598
FXR2	NEURL4	0.257597
SELPLG	TESPA1	0.257592
NDUFB2	MRPL11	0.257584
REXO1	MIER2	0.257582
POLE2	LRR1	0.25757
PRPF8	SMYD4	0.257562
PACRGL	ZCCHC4	0.25755
LMF1	MMAB	0.25755
ACTR8	WDR82	0.257547
MAP4K1	SNX20	0.257545
TRIP12	COPS8	0.257543
ZNF202	NFRKB	0.257541
APEH	QRICH1	0.257526
TIAL1	ABRAXAS2	0.257523
NLRC4	CD33	0.257508
BET1L	RIC8A	0.257508
FPR3	LILRB3	0.257505
IFRD2	RBM15B	0.257478
FLT4	KDR	0.257473
DPM1	DDX27	0.257462
PTPN23	RAF1	0.257434
POLQ	CIP2A	0.257429
NSUN2	ZNF131	0.257405
NAA50	GTPBP8	0.257401
PDGFRB	EFEMP2	0.257399
KARS1	DDX19A	0.257371
VMA21	SLC9A6	0.257368
SEC24B	CFAP97	0.257366
PPCDC	LYRM4	0.257366
WDR1	CTBP1	0.25736
ZNF226	ZNF224	0.257358
WDR70	PAIP1	0.257353
MFNG	PIK3R5	0.257347
HSF1	ZFTRAF1	0.257345
EXOSC2	REXO4	0.25734
NEK2	LIN9	0.257328
EXOSC9	LARP7	0.257301
WAC	YME1L1	0.257299
PRPF6	ARFGAP1	0.25729
GOLPH3	MTRR	0.25729
TMEM267	RIMOC1	0.257288
LSG1	TBCCD1	0.257285
IFFO1	CD4	0.257276
NDUFB7	DISP1	0.257269
GPR34	CSF1R	0.257268
CNOT10	RPL14	0.257268
AGAP2	NLRC3	0.257261
REXO1	KHSRP	0.257258
EEF1A1P12	RPL7AP6	0.257241
SMG6	PRPF8	0.257238
PSMA7	CSE1L	0.257223
YJU2	GTF2F1	0.257219
MED10	DNAJC21	0.257213
ELAC2	TOP3A	0.257206
SCAMP3	LAMTOR2	0.257198
PRUNE1	RPRD2	0.25719
CD4	IKZF1	0.257182
UBR5	MTDH	0.25718
TASL	GAB3	0.25717
ARRB1	RPLP2	0.257162
OLFML2B	A2M	0.257161
OAS3	CMPK2	0.257151
PITPNC1	COPS9	0.257143
CD33	MS4A7	0.257084
VHL	CNOT10	0.25708
APEH	IP6K1	0.25708
DISP1	PDSS2	0.257076
ASH1L	SLC25A44	0.257072
ACTR8	PDCD6IP	0.257069
JAM2	HIC1	0.257065
NDUFA9	NSMCE1	0.257064
LIMD1	CNOT10	0.257046
RBSN	NR2C2	0.257044
ARPP19	HAUS2	0.257032
CYTH4	CCR1	0.25703
ZNF766	ZNF836	0.257028
JAK3	DOCK2	0.257012
ADAMTS2	SGIP1	0.257011
PRUNE1	ZNF687	0.256995
ASTE1	DNAJC13	0.256995
PPCDC	MZT2A	0.256959
POLR2E	POLRMT	0.256959
TTC27	NOL10	0.256938
LAMTOR3	ELF2	0.256938
AKAP11	UFM1	0.256915
RBM7	ZPR1	0.256903
TTI1	NFS1	0.256902
FTSJ3	TACO1	0.256901
PTDSS2	CHID1	0.256895
JAM2	GPRASP1	0.256893
ZW10	PUS3	0.25689
AHCY	EIF2S2	0.256888
SETD5	SETD2	0.256868
NAA15	OTUD4	0.256861
PIK3CG	LAPTM5	0.256857
GAB3	TAGAP	0.256811
ZNF45	ZNF180	0.256805
MED4	ESD	0.2568
WAS	LY86	0.256795
RASAL3	ZC3H12D	0.256795
PAFAH1B1	SMYD4	0.256786
HAVCR2	GAB3	0.25678
NKAPD1	HINFP	0.256779
LYRM2	FARS2	0.256778
ZW10	ZPR1	0.256777
RASGRP2	RHOH	0.256769
USP14	YES1	0.256766
JAK3	IKZF1	0.25675
SLC25A11	RPA1	0.256738
TBC1D20	MRPS26	0.256726
FARS2	LCMT1	0.256716
ZNF461	ZNF260	0.256713
FYTTD1	DNAJC19	0.256713
NSMCE1	QTRT1	0.256711
ITGA4	GIMAP8	0.25671
VTA1	TBP	0.256709
CWF19L1	POLL	0.2567
MED23	CDC40	0.256686
TASL	SPN	0.256678
NCBP2	ABCF3	0.256653
TMEM258	C7orf50	0.25665
RASAL3	BIN2	0.256646
SETD2	RPL14	0.256623
NSMCE1	UBA52	0.256606
TBC1D31	ATAD2	0.256601
