GenA	GenB	MI
C19orf25	CSNK1G2	0.268978
MAPKAPK5	PUS1	0.268977
RAD18	ZNF621	0.268973
AURKAIP1	MRPL20	0.268949
DOCK8	TAGAP	0.268931
KLHDC2	C14orf28	0.26893
NOL11	TACO1	0.268915
EXOC5	STYX	0.268889
MRPL35	SUCLG1	0.268882
EXD2	TTC8	0.26888
TMEM161A	C19orf44	0.268871
ABCD4	LYSET	0.268867
TMEM161A	RPS28	0.268864
BTK	GIMAP8	0.268852
POU2F2	PIM2	0.268845
ZNF142	ANKZF1	0.26884
PSMD6	GNL3	0.268836
MACROD1	NSMCE1	0.268822
PIK3CG	TRPV2	0.268803
MRPS16	CHUK	0.268803
PELP1	SMYD4	0.268789
POLR3B	NAA25	0.268775
TMEM33	NSD2	0.268767
MTAP	RPS6	0.268729
EMC2	EBAG9	0.268707
RAD18	NCKIPSD	0.268693
PSMC5	MRPS7	0.268692
ITGAE	MYO7A	0.26863
TNFAIP8L2	TMEM273	0.268626
ZFR	C5orf22	0.268623
ZNF180	ZNF526	0.268602
BRPF1	ZNF621	0.2686
RNF167	ANKFY1	0.268574
FKBP3	AP4S1	0.268573
UQCR11	THOP1	0.268562
GON4L	UBE2Q1	0.268551
NDUFAF5	CSNK2A1	0.268547
FASTKD3	CCDC127	0.268524
XRN2	POLR3F	0.268502
DESI2	PRUNE1	0.268502
DNTTIP2	C1orf52	0.268486
TSEN2	WDR82	0.268481
LCP2	ZEB2	0.268469
ARIH2	ARPC4	0.268455
BRIX1	MED10	0.268439
MYBBP1A	PRPF8	0.268426
NCBP2	ACTL6A	0.268423
DMAC2	GSK3A	0.268422
SMARCA5	NAA15	0.268421
GORASP1	EAF1	0.268419
PIAS4	GTF2F1	0.268411
SETD6	AKTIP	0.268395
TLR4	LRRC25	0.268389
ZNF571	ZNF181	0.268387
ARGLU1	UPF3A	0.268386
TMEM115	APEH	0.268374
SELPLG	SPN	0.268374
GRWD1	RUVBL2	0.268367
SCAP	THUMPD3	0.268365
CD37	PIK3R6	0.268364
URI1	UQCRFS1	0.268347
ZNF780A	ZNF225	0.268333
ZNF235	ZNF566	0.268329
PLCB2	PIK3R5	0.268322
LARS2	ARIH2	0.268317
PDHB	SACM1L	0.268315
FARSB	ATIC	0.268283
HAVCR2	MARCHF1	0.268249
NMD3	KPNA4	0.268245
GNGT2	GNG2	0.268243
LYRM2	LYRM4	0.268239
BUB1B	ESCO2	0.268231
ZFP14	ZNF260	0.268229
RPL15	CNOT10	0.268221
TADA3	METTL6	0.268206
CTBP1	TNIP2	0.268205
MYO7A	NLRC3	0.268202
TUBB	ABCF1	0.268181
EAF1	DCAF1	0.268173
WDR1	MRFAP1	0.268172
TRMT1	AKAP8	0.268166
TYROBP	MARCHF1	0.26815
ELMO1	IKZF1	0.268145
BAZ1B	POM121C	0.268135
NCBP3	KIAA0753	0.268122
TUSC2	PDHB	0.268087
TASL	DOK3	0.26808
NCAPH	CKAP2L	0.268077
EXOC5	FKBP3	0.268055
RPS12	SLC18B1	0.268049
RNF4	HTT	0.268049
POLRMT	MED16	0.268022
NNT	FASTKD3	0.268022
CASP8AP2	SYNCRIP	0.268012
DIPK2B	GPR4	0.267998
CNOT9	RPE	0.267998
SENP2	PAK2	0.267992
XPO7	MCPH1	0.26799
DROSHA	C5orf34	0.267983
SIGLEC9	AIF1	0.267978
NDEL1	TIMM22	0.267976
PPP4R3A	DCAF5	0.267967
RAB5A	SLC25A38	0.26794
XRN2	ESF1	0.267935
MPDU1	PRPF8	0.267929
SIGLEC9	SLC39A13-AS1	0.267921
PPM1A	SAV1	0.267907
MKRN2	SETD5	0.267903
CYB561D2	GMPPB	0.267892
ISCA2	WDHD1	0.26789
PAFAH1B2	HINFP	0.267882
ATIC	SMARCAL1	0.267881
TMEM267	ICE1	0.267869
DOCK8	PIK3R5	0.267862
LMF1	ALG1L1P	0.267835
CDC40	MANEA	0.267829
KCTD6	TMEM42	0.267825
THUMPD3	ARL8B	0.267822
RRP9	IP6K1	0.267819
DPH1	SMYD4	0.267808
AKT2	SAMD4B	0.267794
CSNK2A1	SMIM26	0.267784
LSM5	MALSU1	0.267781
SLC25A38	DCAF1	0.267774
ELAC2	SPAG7	0.267761
MAP4K1	ARHGAP25	0.26776
CTBP1	TAPT1	0.267759
PIK3CA	MFN1	0.267723
CDCA4	COA8	0.267723
TSG101	TMEM9B	0.267714
CTDSPL2	HAUS2	0.267707
MAP2K2	UBXN6	0.267705
DOCK8	SASH3	0.267702
VGLL4	BAP1	0.2677
C1orf43	DEDD	0.267689
SDF2L1	CRELD2	0.267679
PPCDC	FARS2	0.267664
CDC20	CDCA8	0.267655
ZNF841	ZNF432	0.267647
TSG101	COPB1	0.267629
CCDC57	LCMT1	0.267619
VTA1	SF3B5	0.267604
WDR48	QRICH1	0.2676
IFFO1	CYTH4	0.267584
WDR48	DCAF1	0.267582
TMED8	LIN52	0.26758
NCAPH	KIF18B	0.267578
ZCCHC17	LSM10	0.267576
SGTA	TIMM44	0.267575
NKTR	BRPF1	0.267571
DAP3	UBE2Q1	0.267571
OXCT1	MARCHF6	0.267562
PLCB2	TNFAIP8L2	0.267559
CD4	SLC39A13-AS1	0.267543
ATRX	ABCB7	0.267533
PSMC6	EIF2S1	0.267525
LSM14B	RALGAPB	0.267509
MKRN2	TSEN2	0.267505
IDH3B	AP5S1	0.267501
WAPL	AP3M1	0.2675
KEAP1	ZNF653	0.267497
TASOR	WDR82	0.267473
AP1AR	BLTP1	0.26747
RHBDD1	ARPC2	0.267469
NOP58	WDR12	0.267466
GPALPP1	SUCLA2	0.267466
ZNF566	ZNF225	0.267459
NFKBIB	SUPT5H	0.267459
UBP1	IFRD2	0.267458
COX10	TIMM22	0.267457
DDX27	YTHDF1	0.267446
RAB22A	TAF4	0.267438
DOK3	C3AR1	0.26743
VIPAS39	TTC8	0.267423
BAZ1B	EIF4H	0.267422
POLG2	CEP95	0.267421
EXOC5	ZBTB25	0.26741
SGTA	PIAS4	0.267403
RBSN	AZI2	0.267386
SLMAP	SETD2	0.267384
SNRPB	SMIM26	0.267374
COX10	NUP88	0.267374
FCF1	DCAF5	0.267371
TMEM204	ARHGEF15	0.267366
STX10	MRPL34	0.267364
RAB22A	RALGAPB	0.267356
AAMP	CNOT9	0.267354
DROSHA	GOLPH3-DT	0.267333
CD180	GIMAP1	0.267332
STEEP1	NKAP	0.267315
RWDD4	TMA16	0.267301
CDC37	GET3	0.267294
DCUN1D1	PIK3CA	0.267291
USP19	RPL14	0.26729
RABEP1	GEMIN4	0.267284
JAM2	TAMALIN	0.267275
DROSHA	PAIP1	0.267261
ALG1	PDXDC1	0.267255
TAMM41	SETD2	0.267247
RPL32	RPL29	0.267237
SMYD4	KIAA0753	0.267234
EXOC5	ACTR10	0.267224
FASTKD3	ATPSCKMT	0.267218
SYNE2	POLE2	0.267214
NGLY1	UBP1	0.2672
DCUN1D2	UPF3A	0.267171
EWSR1	UBE2L3	0.267135
PSMC6	WDHD1	0.267132
ECSIT	ZNF317	0.26711
CDC5L	MAD2L1BP	0.267108
MAP4	JAGN1	0.267107
SNU13	XRCC6	0.267099
CD4	MYO1F	0.26708
DROSHA	NIPBL-DT	0.267038
TMEM14B	FARS2	0.267034
CAPN1	TCEA3	0.267001
ATP5F1D	HDGFL2	0.266994
EEF1A1P6	EEF1A1P9	0.266993
VWF	CD34	0.266981
PELP1	MRM3	0.266977
ZNF548	ZNF550	0.266974
ZEB1	LDB2	0.26697
PIK3R5	GAB3	0.26697
ZNF346	BOD1	0.266959
TMEM161A	WDR83	0.266959
ZNF302	ZNF527	0.266945
MPST	TST	0.266934
PDCD5	UBA2	0.266911
DHX33	SCO1	0.266899
TLE5	CACTIN	0.266896
PIK3CG	SPN	0.266895
LCP2	CCR1	0.26688
SLC25A38	SETD2	0.266878
YLPM1	AREL1	0.266855
ZNF473	ZNF526	0.266852
RABEP1	RPAIN	0.266851
HAUS2	LRRC57	0.266841
LSM7	HDGFL2	0.266834
DOCK8	SNX20	0.266824
MFNG	HNRNPA1P21	0.266821
TLCD3A	GEMIN4	0.266819
CHAF1A	LMNB2	0.266815
RFXANK	COPE	0.266808
FIZ1	ZSWIM9	0.266794
ANAPC4	UBE2K	0.266783
FIG4	RARS2	0.266781
PLXNB1	SETD2	0.266774
AP3D1	GNA11	0.26676
ZNF182	LINC01560	0.266759
DOCK2	ELMO1	0.266756
ELMO1	IL16	0.266751
ERG28	NDUFB1	0.266748
SGTA	LSM7	0.266743
FYTTD1	SENP2	0.26673
ZNF687	LYSMD1	0.266726
KDR	NOTCH4	0.266723
MICOS10	CCDC57	0.266704
ESF1	TASP1	0.26669
TRNT1	TMF1	0.266675
STAU1	UCKL1	0.266675
RPA1	PRPF8	0.266666
UBR7	VIPAS39	0.266638
ARMC1	TERF1	0.266627
MTERF3	INTS8	0.266621
NAA25	PUS1	0.266617
RNASE6	ARHGAP30	0.266614
MAP4	CCDC174	0.266608
C5orf22	RICTOR	0.266602
THUMPD3	SLC25A38	0.266591
CSNK2A1	NXT1	0.266589
BCL7C	FARS2	0.266572
ZNF414	RPS28	0.26657
ABI3	LY86	0.266569
DICER1	BAG5	0.266563
LMF1	MMAB	0.266549
SELENOK	SPCS1	0.266541
NSUN2	OTULIN	0.266533
BBOF1	DNAL1	0.266532
LYRM2	GTF3C6	0.26653
COL4A1	EXOC3L2	0.266524
FASTKD3	C5orf34	0.266522
WDR70	MRPS30	0.266508
RALY	RPS21	0.266507
ANKRD54	PICK1	0.266507
NUP88	TSR1	0.266504
ARHGAP9	GNGT2	0.266504
CDC34	SGTA	0.266492
DROSHA	ZNF622	0.266486
EMC3	LSM3	0.266484
DESI2	USP21	0.266474
GORASP1	EDEM1	0.26646
ENDOG	NGRN	0.266454
SLAIN2	TNIP2	0.266447
CD300A	SLC39A13-AS1	0.266444
UBE3C	CUL1	0.266436
JAK3	SASH3	0.266436
CDC16	DCUN1D2	0.266427
RRP9	SPCS1	0.266426
THUMPD3	DCAF1	0.266415
AKT2	ZNF574	0.266415
ASH1L	ISG20L2	0.266402
CNOT3	FIZ1	0.266372
MEIS1	TRAK1	0.26637
FAM98C	YIF1B	0.266369
FAM32A	UBL5	0.266362
NADK2	RICTOR	0.266355
IRF6	C1orf116	0.266351
BCL7C	PPCDC	0.266345
CYTH4	FCER1G	0.266328
FAM32A	NR2C2AP	0.266324
CD4	SNX20	0.266323
SPRTN	BROX	0.26632
SIGLEC9	GIMAP6	0.266318
GORASP1	IFRD2	0.266318
HOOK2	RAB11B	0.26631
C19orf53	FAM32A	0.266301
ZNF574	ZNF17	0.266281
HMGXB4	MCM5	0.266275
ZNF230	ZNF155	0.266274
TNPO3	PUS7	0.266267
DIPK2B	PECAM1	0.266249
DBF4B	KIF18B	0.266248
TIMM8B	ATP5MG	0.266247
ACVRL1	ARHGEF15	0.266243
NCLN	CSNK1G2	0.266225
COX10	PSMB6	0.26622
SGTA	UQCR11	0.26621
TECR	RPL18A	0.266204
AKNA	IKZF1	0.266179
SPRTN	RO60	0.266166
TKT	APEH	0.26616
DVL3	MFN1	0.26616
TRIR	ZNF791	0.266158
SCAP	ARIH2	0.266151
LCP2	SLC39A13-AS1	0.266149
HADHA	SF3B6	0.266138
RAB5A	SACM1L	0.266119
OAZ1	MAP2K2	0.266116
NFKBIB	MRPS12	0.266116
WIZ	EIF3G	0.266103
BTK	C1orf162	0.266095
PARVG	CASP4LP	0.26609
SCAMP3	DAP3	0.266064
WDR20	SNHG10	0.26606
SIGLEC9	CD180	0.266052
GAB3	GIMAP8	0.266052
TMEM161A	C19orf25	0.266047
ETFB	CASZ1	0.266047
AKAP8	FARSA	0.266047
IL16	GIMAP1	0.266044
NCKAP1	ZC3H15	0.266027
CD33	CD86	0.265982
VBP1	TMLHE	0.265979
MIS12	NEURL4	0.265969
SLC25A38	CCDC71	0.265963
RAB28	TAPT1	0.265957
ZNF600	ZNF525	0.265951
CMTM6	EDEM1	0.265948
HOOK2	COPE	0.265947
SENP5	FYTTD1	0.265945
THUMPD3	LSM3	0.265942
DERL2	RNF167	0.265934
STK16	GMPPA	0.265913
XRCC5	MRPL44	0.265896
BABAM1	RPL18A	0.265887
VTA1	PPIL4	0.265861
VPS33A	TRIAP1	0.26585
PIK3CG	ARHGEF6	0.265849
C5orf34	NNT-AS1	0.265843
ANAPC4	MRFAP1L1	0.265842
PSEN1	SNW1	0.26584
UBP1	RPL15	0.265839
TACO1	TLK2	0.265821
SS18L2	CCDC174	0.26582
FCF1	ISCA2	0.265818
CD14	GPR34	0.265798
SPCS1	LSM3	0.265793
SCAMP3	UBE2Q1	0.265767
SIL1	DPCD	0.26576
POP4	TBCB	0.265756
ASF1B	CC2D1A	0.265751
RAD1	CCT5	0.265749
NUP160	PSMC3	0.265742
ITGAX	DOK3	0.265739
MAP2K2	LSM7	0.265734
SHQ1	PPP4R2	0.265709
ARHGAP9	TAGAP	0.265704
SYNCRIP	AKIRIN2	0.265696
PES1	DRG1	0.265688
LCP2	AGAP2	0.265688
DOCK8	ARHGAP9	0.265688
STAU1	YTHDF1	0.265686
VGLL4	NME6	0.265685
TRIM21	TRIM22	0.265673
TRAPPC11	RWDD4P2	0.265673
CCDC59	SNRPF	0.265669
COX10-DT	HNRNPA1P16	0.265614
CD33	ADAP2	0.265612
APBB1IP	PREX1	0.265604
GORASP1	ANKRD28	0.265594
HDAC2	KPNA5	0.265588
DOCK8	PLCB2	0.265568
TRAF3IP3	ELMO1	0.265562
C3AR1	SLC8A1	0.265535
PPP4R3A	YY1	0.26552
PAFAH1B1	EIF5A	0.265501
BBOF1	VIPAS39	0.265494
BCL2L13	TXN2	0.265493
PSMA7	STAU1	0.265471
GDI2	CDC123	0.265468
OCIAD1	FAM193A	0.265467
SPI1	ARHGAP25	0.265465
CLPTM1	SCAF1	0.26545
PSMA4	MORF4L1	0.265424
IP6K1	ARIH2	0.265422
BRD1	TRABD	0.265416
TFE3	TSR2	0.26541
NOL10	THADA	0.265403
UTP3	SDAD1	0.265402
WDR48	DHX30	0.26539
RTF2	ACOT8	0.265366
SELPLG	DOCK2	0.265362
ZNF180	ZNF780A	0.265359
RAF1	XPC	0.265359
SCAMP3	C1orf43	0.265344
CCDC12	APEH	0.265335
ESF1	NOP56	0.265322
AP3D1	REXO1	0.265312
SCAP	UBP1	0.2653
SIL1	TMEM219	0.265286
TTC19	COPS3	0.265274
RAB35	DDX54	0.265274
OLFML2B	ZCCHC24	0.265274
PPM1A	TRMT5	0.265262
DHX30	PDE12	0.265254
MIS12	PFAS	0.265253
TAMM41	ZNF621	0.26524
MED10	ZNF622	0.265237
WAS	CASP4LP	0.265236
DPH3	SLMAP	0.265226
ABCB1	SPN	0.265213
CWF19L1	ABRAXAS2	0.265194
ATP6AP1	SLC10A3	0.265192
DPH3	ZNF621	0.26519
RASAL3	PIK3CG	0.265175
OTUD5	WDR45	0.265171
NKAP	RNF113A	0.265155
DDX24	SNW1	0.265153
ZNF746	ZNF777	0.265149
NDUFB7	LSM7	0.265144
DCAF1	BRPF1	0.265136
SLC25A38	TADA3	0.265119
ZNF235	ZNF180	0.265115
CSTF1	TP53RK	0.265102
RBM18	TTF1	0.265099
KIAA1143	SETD2	0.265098
NCOA1	ATAD2B	0.265087
MRPS2	REXO4	0.265085
AREL1	ABCD4	0.265084
DLG1	XXYLT1	0.265073
BCL2L13	ATXN10	0.265059
ARHGAP9	TMEM273	0.265054
POLA2	RPLP2	0.265051
WAS	LILRB3	0.265049
PIK3R5	FERMT3	0.265042
GTF3C2	DHX57	0.265032
ZSCAN9	ZSCAN26	0.265023
BUD13	RNF214	0.265003
DHX33	DPH1	0.264998
UBA2	PSENEN	0.264996
STK4	SS18L1	0.264993
SENP3	TIMM22	0.264983
CGGBP1	C3orf38	0.264976
TTC33	LMBRD2	0.264975
PSMB1	SF3B5	0.264975
ACTL6A	RNF168	0.264972
BABAM1	LSM4	0.264953
LPXN	HAVCR2	0.264951
KXD1	RAD23A	0.264927
VGLL4	SLC25A38	0.26492
NFATC2IP	NFATC2IP-AS1	0.264916
SEC22C	POMGNT2	0.264914
GAB3	LCK	0.264914
TNFRSF1B	IKZF1	0.264899
GRPEL1	SLBP	0.264892
RRP9	IFRD2	0.264886
ZNF235	ZNF224	0.264881
RBSN	RAF1	0.264876
GPR4	ARHGEF15	0.264868
EXD2	PIGH	0.26486
LMF1	CCDC57	0.26483
RBBP5	ZNF669	0.264828
PLVAP	EGFLAM	0.264793
EIF3J	LEO1	0.264777
PABPC1L	SS18L1	0.264773
SUGP1	WDR83	0.264769
RNF4	ADD1	0.264763
COMMD2	DHX36	0.264755
ESF1	CSNK2A1	0.26475
NFKBIB	TIMM50	0.264744
PIGG	MRFAP1	0.26474
LY86	MARCHF1	0.264739
MARCHF6	RICTOR	0.264726
NAF1	SMARCA5	0.264721
ARMC8	MSL2	0.264721
BTBD7	DICER1	0.26472
ARIH2	RBM15B	0.264717
NSUN2	TARS1	0.264701
LAMTOR5	SELENOF	0.264693
ATG5	MTRES1	0.264692
WDR48	RPL15	0.26468
CD37	SELPLG	0.264677
C19orf47	SUPT5H	0.264643
PIK3C3	HAUS1	0.264641
LYRM2	MAP3K7	0.264631
LGMN	PARP1	0.264622
ATP5F1D	MAP2K2	0.264615
APBB1IP	SEPTIN1	0.26461
AASDHPPT	CUL5	0.264599
TRMT1	ATP13A1	0.264597
DNM2	RPS28	0.264593
COX7B	ABCB7	0.264575
CENPM	MCM5	0.264561
ARAF	CCDC22	0.264525
PRR14L	EIF4ENIF1	0.264517
TUBGCP3	PCID2	0.264498
NCKAP1L	DOK2	0.264498
LETM1	ZNF721	0.264493
LAS1L	HSD17B10	0.264489
CYTH4	MFNG	0.264475
OBSCN	OBSCN-AS1	0.264469
DOHH	SAFB	0.264468
RNF4	DHX15	0.264463
APBB1IP	CD86	0.264454
XRN2	SMIM26	0.264447
SLC30A9	TMEM128	0.264443
WHAMM	STARD5	0.26444
CTCF	PSMD7	0.264438
NAF1	OTUD4	0.264436
SNU13	RBX1	0.264432
SKP2	RICTOR	0.264431
AKAP8	ILVBL	0.264416
ACTR10	MED6	0.26441
NIPBL	GUSBP1	0.264409
PSMA1	MZT2B	0.264396
SLC25A3	DDX54	0.264378
CHERP	RAD23A	0.264369
ZNF653	GET3	0.264363
ZSCAN22	ZNF780A	0.264358
PDCD6IP	MYD88	0.264356
RANBP3	CACTIN	0.264352
SAMM50	DRG1	0.264349
PRPF8	CTDNEP1	0.264344
DPH3	FGD5-AS1	0.264344
DNAL1	FAM161B	0.264341
TMEM59	SELENOF	0.264335
SPCS1	DPH3	0.264326
SLC25A38	USP19	0.264308
TMEM115	RPL29	0.264305
PIK3C3	SMAD4	0.264302
REXO1	R3HDM4	0.264298
TESPA1	IKZF3	0.264294
WDR26	CDC42SE1	0.264286
GLRX3	ECHS1	0.264278
DCAF5	ISCA2	0.264274
NDUFA10	SMARCAL1	0.264271
CLASP2	SMARCC1	0.26427
PSMC4	GPATCH1	0.264254
LCP2	IL16	0.264245
ZNF284	ZNF234	0.26424
SLC22A18	SLC22A18AS	0.264223
POGZ	CLK2	0.264217
SLC35F2	DDX10	0.264178
DCAF1	UBP1	0.264166
PNPLA6	BTBD2	0.264158
RAD18	USP19	0.264152
GET3	RPS28	0.26415
C1orf162	MS4A7	0.26415
WIZ	TNPO2	0.264118
IKZF1	ARHGAP30	0.264083
GPR65	HNRNPA1P21	0.264075
CD4	C3AR1	0.264047
XPO7	CCAR2	0.264026
MAP4K3	GMCL1	0.264025
PDE12	SACM1L	0.264019
RPRD1B	RAB22A	0.264012
MCM9	CASP8AP2	0.264003
USF2	UBA2	0.263985
TIAL1	MCMBP	0.263985
INTS10	VPS37A	0.263963
DTYMK	ATG4B	0.263962
APEH	BRK1	0.263962
SYNE1	TMEM273	0.26396
ARHGEF6	PTPN7	0.263955
PNPLA6	THOP1	0.263947
IDH3B	POLR3F	0.26394
TTC33	ICE1	0.263939
OCIAD1	TNIP2	0.263933
CD226	SPN	0.26393
TUSC2	IP6K1	0.26392
NEK9	ATG14	0.263912
RAF1	NME6	0.263905
ACTR10	VIPAS39	0.263891
MARK3	AREL1	0.263888
GORASP1	RAF1	0.263887
GART	RRP1B	0.263884
ARL8B	XPC	0.263879
ETFB	C7orf50	0.263874
IMMT	SUCLG1	0.263867
TYROBP	SNX20	0.263864
CD300A	GPR34	0.263863
PIGU	CTNNBL1	0.263861
WAS	ANKRD44	0.263857
TM4SF18	EGFLAM	0.263852
AREL1	CDC42BPB	0.263852
TMEM201	NOC2L	0.263851
TRPV2	TMEM273	0.263841
NOP56	STK35	0.263841
BTK	IKZF1	0.263837
MRPL51	PHB2	0.263814
YJU2B	RAD23A	0.263812
ACP1	GPN1	0.263808
YWHAB	TP53RK	0.263805
MTF2	C1orf52	0.263783
CRBN	MYD88	0.263773
C19orf53	SMIM7	0.263772
RNF40	ATXN2L	0.263767
RPS25	TRAPPC4	0.263765
TIMM13	NDUFS7	0.263752
KXD1	SLC35E1	0.263745
SCAP	TAMM41	0.263742
ZNF235	ZNF225	0.26373
POLR2H	RFC4	0.263729
PCDH17	S1PR1	0.263728
ANAPC4	TNIP2	0.263701
ZNF182	ZNF41	0.263698
NDUFB7	LMF1	0.263697
ACTR5	STAU1	0.263685
DELE1	SLC35A4	0.263681
AIG1	PARLP2	0.26366
GID8	YTHDF1	0.263658
ADGRF5	DLL4	0.263644
GTPBP1	ZC3H7B	0.263632
STX10	NACC1	0.263631
IFFO1	FERMT3	0.263626
KCNAB2	HAVCR2	0.263618
MRPS30	TMEM267	0.263615
PSPN	GTF2F1	0.263594
AKAP8	BRD4	0.263581
MRPL24	C1orf43	0.26358
BRPF1	PDCD6IP	0.26358
MED10	CCDC127	0.263569
ZNF182	ZNF630	0.26356
PIGH	DLST	0.26354
SPCS1	TMEM115	0.263536
WDR18	SGTA	0.263525
NAA30	PNMA1	0.263524
PNO1	ACP1	0.263503
SCAP	JAGN1	0.263495
TMEM115	HACL1	0.263494
DERL2	SMYD4	0.26349
C5orf22	SUB1	0.263463
NUP155	PAIP1P2	0.263455
SHISA5	IP6K1	0.263453
ZNF529	ZNF234	0.263451
SCAP	SPCS1	0.26344
RAD18	AZI2	0.263405
PACRGL	TNIP2	0.263387
OAZ1	LMNB2	0.263367
QRICH1	RBM15B	0.263344
PSMD11	ZNHIT3	0.263344
POLG	LRRK1	0.263336
ZPR1	NKAPD1	0.263323
RTN4IP1	ALG1L1P	0.263323
NCL	PTMAP5	0.263306
CDC37	SUGP1	0.263294
TICRR	ARHGAP11A	0.263277
SMARCA5	TMA16	0.263275
WAPL	ATE1	0.263273
TMEM115	THUMPD3	0.263271
CD33	DOCK10	0.263259
ZNF571	ZNF527	0.263255
NOP14	MAEA	0.263234
FIG4	RNF146	0.263212
CENPF	FAM72A	0.263206
RBM25	PRPF39	0.263202
CACTIN	DOHH	0.263202
CRBN	PDCD6IP	0.263198
NUFIP1	MTRF1	0.263191
CLPP	CHAF1A	0.263187
CAPN7	DPH3	0.263173
IFT46	CHEK1	0.263159
PDRG1	PSMA7	0.263157
NXT1	POLR3F	0.263151
BORA	MZT1	0.263149
RNF114	GTF2IRD2B	0.263124
SNIP1	SF3A3	0.263123
TYK2	FARSA	0.2631
TMEM184C	TMEM192	0.263075
EAF1	ATRIP	0.26307
CRBN	GORASP1	0.263064
DHX30	VGLL4	0.263062
DIPK2B	FAM110D	0.263055
ESS2	EWSR1	0.263049
LCP2	TMEM273	0.263045
TIMM50	UBA2	0.263032
MAPK1IP1L	WDHD1	0.263029
GNA11	DOHH	0.263011
MYO1F	PTPN7	0.262995
DAP3	C1orf43	0.262994
KIF15	TRAIP	0.262992
MYCT1	RAMP3	0.262978
ATP5F1D	RPS15	0.262955
RAB33A	FERMT3	0.26295
NOL10	SMYD5	0.262947
WAS	ELMO1	0.26294
SDHC	NDUFS2	0.26294
MKRN2	UBE2E1	0.262935
CDK5RAP1	DDX27	0.262934
ZNF302	ZNF234	0.262922
RAE1	AAR2	0.262918
XAB2	POLRMT	0.262915
LHFPL5	DDX39B	0.26291
JAK3	SNX20	0.262907
CD4	ADAP2	0.262902
CSTF1	VAPB	0.262883
ECSIT	EIF3G	0.262865
MCM9	CEP57L1	0.262858
PAFAH1B1	C1QBP	0.262845
SNW1	LIN52	0.262844
DLG1	PAK2	0.262841
HNRNPUL1	DMAC2	0.26284
FCER1G	CD14	0.262829
ABCB1	ARHGAP9	0.262824
SELPLG	SEPTIN1	0.262803
SEC22C	EOGT-DT	0.262796
PCDH12	ESAM	0.262779
EAF1	RBM15B	0.262771
HCG18	TRIM26	0.262762
ACTN1	EIF2B2	0.262752
CYTH4	INPP5D	0.262746
DOCK2	HAVCR2	0.262735
PSMD6	CNOT10	0.26272
LRCH4	STAG3L5P	0.262712
GTF3C2	PPP1R21	0.262708
DNAJB6	PSMC2	0.262707
ZNF343	ESF1	0.262698
TEK	A2M	0.262698
MARK4	PPP5C	0.262697
WDR70	MARCHF6	0.262696
RPAIN	RPA1	0.262694
WAS	TNFRSF1B	0.262692
TIMM8B	PAFAH1B2	0.262691
MED10	NIPBL	0.262686
SPI1	MPP1	0.262677
EXD2	AREL1	0.262663
WIZ	NACC1	0.262646
C5orf22	ZNF622	0.262634
ICE1	EXOC3	0.262633
COIL	KAT7	0.262631
TRMT6	MCM8	0.262603
PPP2CA	AP3S1	0.262601
MRPS30	RIMOC1	0.262592
PRKAR2A	WDR82	0.262585
USP19	FGD5-AS1	0.262583
TMEM14B	NOL7	0.262581
TNFRSF1B	LCP2	0.26255
MAP2K2	C7orf50	0.262546
PARVG	ELMO1	0.262539
TRAPPC11	ING2	0.262538
RTN4IP1	CASZ1	0.262534
WDR18	HDGFL2	0.262522
MTRR	MED10	0.262509
ABI3	MARCHF1	0.262497
NELFCD	ACTR5	0.262494
GIMAP6	CD180	0.262494
COPS3	PSMB6	0.262494
EGFLAM	ARHGEF15	0.262492
TYROBP	ITGAX	0.262481
ANKRD13C	PIGK	0.26248
SEL1L	TECPR2	0.262471
CD86	GAB3	0.262446
NEK9	DCAF5	0.262429
SS18L2	QRICH1	0.262428
PRPF8	PFAS	0.262415
PLCB2	PTPN7	0.262409
RBX1	NDUFA6	0.262408
TESPA1	GNG2	0.262404
MS4A6A	ARHGAP30	0.262398
MRPS30	GOLPH3-DT	0.262396
RAD23A	NR2C2AP	0.262387
NUP58	PAN3	0.262384
SIKE1	ZNF644	0.262374
SLC39A9	PSEN1	0.262352
ELAC2	NEURL4	0.262345
TAMM41	EAF1	0.262332
BRAP	PWP1	0.262321
PLEKHG5	TNFRSF25	0.262319
PIGH	ACOT2	0.262313
SURF6	ZMYND19	0.262301
RABEP1	TSR1	0.262294
COPS5	ELOC	0.262291
ZNF836	ZNF181	0.262283
AURKA	TAF4	0.26228
TYROBP	PARVG	0.262241
SYPL1	ZNHIT1	0.26224
DTNBP1	TMEM14B	0.26224
MAK16	CNOT7	0.262238
DPH1	PFAS	0.262233
RAB11B	GET3	0.26223
C1orf162	CCR1	0.262218
SART3	NAA25	0.262217
ACTR8	BAP1	0.262212
KARS1	NUP93	0.262204
TIPRL	PRUNE1	0.262202
PLEKHO1	NCKAP1L	0.262196
ARHGEF6	GIMAP6	0.262191
RPL29	RPL15	0.262188
EIF4H	PAXIP1	0.262166
APEH	USP19	0.26216
MAP2K2	LYRM4	0.262156
ZSCAN29	LRRC57	0.262144
TMEM43	TADA3	0.262144
CASZ1	MICOS10	0.262144
BCL7C	RTN4IP1	0.262138
ZNF211	ZSCAN22	0.262136
ELAC2	COPS3	0.262127
NDC1	USP24	0.262125
DLL4	ROBO4	0.262122
CNTROB	NEURL4	0.262104
TYROBP	PLCB2	0.262098
YJU2	THOP1	0.262091
