GenA	GenB	MI
DCUN1D1	PAK2	0.242149
ERI1	CNOT7	0.242145
SMUG1	RPS21	0.242133
PICALM	TMEM126B	0.242123
MCM2	PIK3R4	0.242121
MKRN2	RAB5A	0.242112
VPS35	LONP2	0.242109
SLC25A26	UQCC5	0.242104
GTF2H1	RIC8A	0.242099
BTK	GNG2	0.242098
EEF1A1P6	EEF1A1P9	0.242096
ETFB	RTN4IP1	0.24209
SLC30A9	SMIM20	0.242088
NCL	GIGYF2	0.242084
NCLN	THOP1	0.242082
ROBO4	EMCN	0.242078
UBE3C	CUL1	0.242073
SAP30BP	GRB2	0.242073
STK16	MRPL44	0.242066
SLC25A14	PABIR2	0.242062
CBL	KMT2A	0.242048
SNRPB	PTPRA	0.242025
UBA3	GNL3	0.242024
HAVCR2	DOK2	0.242024
EEF1D	SCRIB	0.242002
SPI1	CYTH4	0.241995
ELOB	C7orf50	0.241991
DIDO1	GMEB2	0.24199
SETDB1	YY1AP1	0.241981
MRPL44	RETREG2	0.241978
NOVA2	EMCN	0.241973
DBF4B	KIF18B	0.241966
ANAPC4	MRFAP1L1	0.241963
GYPC	CASP4LP	0.241959
UBP1	WDR82	0.241941
AKAP11	GPALPP1	0.241928
RAB3GAP2	FBXO28	0.241924
DCUN1D1	ACAP2	0.241907
SASH3	AGAP2	0.241899
ZNF671	CD226	0.241856
LCK	GIMAP1	0.241853
LPXN	LCK	0.241852
AKT2	SAMD4B	0.241847
PANK2	TBC1D20	0.241844
SPI1	ITGAX	0.241843
SNX3	CEP57L1	0.24184
NCBP2	PIK3CA	0.24184
SPEN-AS1	ZMPSTE24-DT	0.241825
BCL7C	MRPL23	0.241825
ZNF142	STK11IP	0.241824
DERL2	SCO1	0.241816
MRPL18	TBP	0.241808
STK25	AAMP	0.241803
CTTN	PPFIA1	0.241799
S1PR1	GJA4	0.241798
NEK4	PPP4R2	0.241792
RABEP1	NUP88	0.24178
NSD2	NELFA	0.24177
HSD17B10	NDUFB11	0.241762
LARS2	RNF123	0.24176
IST1	WWP2	0.241749
PTPN23	RAF1	0.241747
DYNC1I2	SSB	0.241745
UBE2A	CUL4B	0.24174
RASGRP2	PIK3R5	0.241729
SDHC	NDUFS2	0.241728
VWF	RAMP3	0.241721
TOMM70	CIP2A	0.241716
STK25	RNPEPL1	0.241714
RABEP1	CTDNEP1	0.241709
WTAP	KATNA1	0.241707
PDSS2	CEP57L1	0.241707
IL18RAP	PTPN7	0.241707
PIK3CG	PLXNC1	0.241702
WAPL	MRPS16	0.241686
OLFML2B	CD34	0.241664
SETD5	SETD2	0.241655
KDM5C	AKAP17A	0.24165
FBXL5	RAB28	0.241645
INO80D	CREB1	0.24164
MRGBP	TTPAL	0.241629
FTSJ3	TACO1	0.241629
CUL4B	C1GALT1C1	0.241621
CD4	TNFAIP8L2	0.241617
LSG1	PAK2	0.241616
PHIP	MMS22L	0.241602
CD4	NLRC4	0.24156
CD33	ALOX5AP	0.241551
BRIX1	CCT5	0.241551
RBM5	QRICH1	0.24155
C6orf120	SCAF8	0.241545
NDUFB7	COPE	0.241544
VTA1	COQ3	0.241535
PRKAR2A	ATRIP	0.241532
RFC1	MED28	0.241517
POLA2	ETFB	0.241515
SERTAD3	SERTAD1	0.241514
VAMP7	TMLHE	0.241509
LY86	TLR4	0.241506
MAF1	ZNF623	0.241505
GGPS1	ARV1	0.241503
CD93	HSPA12B	0.2415
NUP88	GLOD4	0.241499
PIK3CG	ARHGAP45	0.241485
CSTF1	RAB22A	0.241473
VPS28	MAF1	0.241472
GYPC	IKZF1	0.24147
CTBP1	LETM1	0.241469
CCNC	MMS22L	0.24146
FAM78A	LAPTM5	0.241446
ADGRF5	RGS5	0.241445
RPL11	RPS8	0.241437
CYTH4	MFNG	0.241437
MORF4L2	HNRNPH2	0.241426
LSG1	NCBP2AS2	0.241392
VPS13B	VIRMA	0.241387
RABEP1	SLC25A11	0.241385
SLC25A11	TRAPPC1	0.241372
DROSHA	MARCHF6	0.241362
CDKN2AIP	RWDD4	0.241354
PBRM1	PDE12	0.241349
PDRG1	MAPRE1	0.241345
MEF2C	CD180	0.24133
UBE2D3	NAA15	0.241326
SETD2	IFRD2	0.241324
OXSM	CCDC174	0.241319
CDK5RAP1	CHMP4B	0.241307
EIF4E	ABCE1	0.241305
GIMAP6	MYO1G	0.241294
APPL1	PDCD6IP	0.241293
LCP2	MARCHF1	0.241279
TESPA1	TRPV2	0.241272
RTF2	TPD52L2	0.24127
ZPR1	PAFAH1B2	0.241268
MFNG	SPN	0.241263
HAVCR2	CSF1R	0.241255
FLT4	NOVA2	0.241247
NDUFB2	ATP5MF	0.241218
WDR82	PDE12	0.241207
FBXO3	EIF3M	0.2412
SGTA	CACTIN	0.241168
SYNCRIP	MMS22L	0.24115
CAPN7	BRPF1	0.241143
DOCK2	MARCHF1	0.241135
CD37	ITGA4	0.241129
DPH7	ANAPC2	0.241128
NUP43	CDC40	0.241125
ABCA6	LDB2	0.241118
ATRIP	IP6K1	0.241116
TUSC2	USP19	0.241115
WAS	C1orf54	0.241114
FXR2	NEURL4	0.241111
ARHGAP9	TSPOAP1-AS1	0.241106
CCDC57	MRPL23	0.241101
ZW10	SRPRA	0.241099
REXO1	LSM7	0.241088
CD37	ABI3	0.241087
PIK3R5	FMNL1	0.241082
ADRM1	ZGPAT	0.241081
MAP2K4	SLC25A11	0.241057
ACAP1	ITGAE	0.241044
NUP133	TSNAX	0.241023
PPP2CB	PPP2R2A	0.24102
ERICH1	MCPH1	0.241013
APBA3	REXO1	0.240996
PCDH12	CD34	0.24099
SMC3	SHOC2	0.240986
MS4A7	RNASE6	0.240984
MED4	SAP18	0.240982
SLC25A11	NUP88	0.24098
MFNG	GAB3	0.240978
UTP14A	NKRF	0.240969
IFI44	USP18	0.240967
EAF1	DCP1A	0.24095
FAHD2B	FAHD2CP	0.240944
USP19	CNOT10	0.240932
GAB3	LAPTM5	0.24093
SLC25A11	INPP5K	0.240928
GIMAP6	IRF8	0.240916
ABRAXAS2	MCMBP	0.24091
SCNM1	VPS72	0.240899
MRPS30	RAD1	0.240895
FBXO8	TRAPPC11	0.240895
OSBPL2	ZGPAT	0.240882
TM4SF18	GIPC3	0.24088
DISP1	MIGA1	0.240874
ACTR8	ARIH2	0.240864
TSG101	COPB1	0.240853
CD180	LRRC25	0.240848
TBXAS1	APBB1IP	0.240846
LPXN	TRPV2	0.240833
INTS7	LIN9	0.240833
ACAD9	PIK3R4	0.240832
RANBP3	PIP5K1C	0.240828
EI24	RNF214	0.240808
FARS2	MICOS10	0.240802
MAEA	SLBP	0.240791
RABEP1	MAP2K4	0.240786
DCUN1D1	EIF2B5	0.240786
FLT4	ROBO4	0.24078
SGO1	LSM3	0.240772
IDH3B	ITPA	0.240745
MAP4K1	SNX20	0.240743
RAB5A	METTL6	0.240738
RRP8	USP47	0.240737
MRGBP	GID8	0.240735
PTDSS2	PSMD13	0.240733
PRKAR2A	GNL3	0.240731
PDHX	APIP	0.240729
ADGRF5	RAMP3	0.240691
DCTN6	BAG4	0.24068
MRPL51	PHB2	0.240667
DAB2	ZEB2	0.240661
IFFO1	TASL	0.240647
RPS15P4	RPL6P27	0.24064
TNFRSF1B	CYTH4	0.240634
TACO1	TLK2	0.240622
QTRT1	UBA52	0.240616
DOK2	IL16	0.240607
WIPF1	IL16	0.240605
WAS	TASL	0.240605
SS18L2	CNOT10	0.240604
LDB2	GJA4	0.240597
RPL24	TOMM70	0.240592
PUS3	PAFAH1B2	0.240578
C1QBP	FXR2	0.240577
PAFAH1B1	FXR2	0.240559
CYTH4	RAB33A	0.240558
GPSM3	HNRNPA1P21	0.240553
FAM193A	CTBP1-DT	0.240551
EMD	VMA21	0.240551
DDX27	TAF4	0.24055
HAX1	MTX1	0.240547
CD86	SNX20	0.240535
COX7C	UQCRQ	0.240533
RING1	RXRB	0.240529
ARHGEF6	GPSM3	0.240529
ZNF671	RAB33A	0.240519
UMPS	TRMT10C	0.240518
CSTF1	ARFGEF2	0.240518
AMBRA1	ARFGAP2	0.240517
CD4	CD300A	0.24051
NOL11	TACO1	0.240507
FBXO28	ACBD3	0.240506
IP6K2	CNOT10	0.240499
SERINC1	LATS1	0.240485
EIF2B5	AP2M1	0.240474
CASP8AP2	LATS1	0.24047
KLHL18	RAB5A	0.240459
METTL6	FGD5-AS1	0.240455
WAS	TSPOAP1-AS1	0.240452
PRPF38A	GPBP1L1	0.240449
KIF11	CDK1	0.240445
ANGPTL2	OLFML2B	0.240444
NUP153	ABT1	0.240441
IFFO1	FLI1	0.24044
CD4	RNASE6	0.24042
NCBP3	MED31	0.240417
ELF2	SMARCA5	0.240417
UBE2I	GFER	0.240416
GNA11	THOP1	0.240412
VIRMA	C8orf33	0.240407
MKRN2	TMEM43	0.240399
TBCCD1	SENP2	0.240391
COPS7B	COPS8	0.240386
ACAP1	GIMAP6	0.240386
PPP4R3A	CPSF2	0.240383
EIF3I	PSMB2	0.240378
PSMF1	ITPA	0.240369
TRAF3IP3	ST8SIA4	0.240368
SIRT6	UBXN6	0.240356
RFT1	RBM15B	0.240353
ITGA4	RNASE6	0.240351
RASSF4	AIF1	0.240337
SMUG1	RPLP2	0.240336
ENY2	DERL1	0.240331
UBXN7	PAK2	0.240324
SHARPIN	ZNF707	0.240318
LCP2	MS4A7	0.240316
PAFAH1B1	SMYD4	0.240299
MAP2K4	MED11	0.240262
PLCB2	PTPN7	0.240257
ELF1	GPALPP1	0.240253
PMS2P1	BUD31	0.240252
PHF20L1	FAM91A1	0.24024
TMEM267	ZNF131	0.240224
ADD1	TADA2B	0.240223
NELFCD	GID8	0.240203
DDX19A	IST1	0.240201
MAP4K1	ZC3H12D	0.240196
GLOD4	SMYD4	0.240192
LPXN	FAM78A	0.240185
SDHC	PEX19	0.240179
TNFRSF1B	RAB33A	0.240176
TMUB1	ZNF282	0.240168
PPP4R2	RBM15B	0.240167
ZFP30	ZNF607	0.240161
CRBN	METTL6	0.240157
PCYT1A	PSMD2	0.240156
TSSK4	NFATC2IP-AS1	0.240152
ZC3HAV1	TRIM25	0.240139
UBE2K	RAB28	0.240138
LMF1	PPCDC	0.24013
USP19	ZNF619	0.240126
ACTL6A	PAK2	0.240126
POLE2	LRR1	0.240125
NAF1	CFAP97	0.240113
SPI1	LAT2	0.240107
RFT1	CCDC71	0.240105
GOLPH3	DNAJC21	0.240104
ZNF746	ZNF777	0.240103
HNRNPD	HNRNPDL	0.2401
ERICH1	BIN3	0.240097
DROSHA	RICTOR	0.240086
USP19	SACM1L	0.240084
QTRT2	USF3	0.240084
MRPS31	GTF2F2	0.240062
ITGAX	LRRC25	0.240057
POLG2	CEP95	0.240052
RBSN	CCDC174	0.240049
AKAP11	ALG11	0.240048
PRPF8	SMYD4	0.24004
ACAP2	ZNF639	0.240032
HSF1	ZNF696	0.240028
PCDH12	ESAM	0.240025
DIDO1	GID8	0.240022
EMC2	ENY2	0.240019
DKC1	VBP1	0.240015
DHX15	SLBP	0.240015
CLPTM1L	EXOC3	0.240004
GON4L	UBQLN4	0.239995
IARS2	CDC73	0.239981
GRIPAP1	TIMM17B	0.23998
FLT1	DLL4	0.239975
CIAO3	RHOT2	0.239975
CIAO3	NDUFB10	0.239974
TRAIP	QRICH1	0.239953
PBRM1	TASOR	0.23994
SURF6	NELFB	0.239909
PPP4R2	SACM1L	0.239909
TOPBP1	DHX36	0.239857
MFAP1	LEO1	0.239852
GPR65	DOK3	0.239852
ATP5F1E	CTNNBL1	0.239845
EIF2B5	ALG3	0.239839
MAP4K1	APOBEC3G	0.239833
NOP56	PANK2	0.239826
WBP4	NUDT15	0.239812
RPL6P27	RPS7P1	0.239811
FOXO3	MAP3K7	0.239804
VAPB	MOCS3	0.239796
CD33	C1orf54	0.239795
CUL3	COPS8	0.239793
EIF2AK2	USP18	0.239792
DHX30	SETD5	0.239791
DNAJB11	PIK3CA	0.239779
ELF1	COG3	0.239771
COPB1	TMEM9B	0.239759
BFAR	PARN	0.239743
PRUNE1	C1orf43	0.239742
BOD1L1	PACRGL	0.239742
PARVG	GIMAP1	0.239739
TASL	RNASE6	0.239737
ATP13A3	FBXO45	0.239729
VPS53	GEMIN4	0.239724
PAFAH1B2	TRAPPC4	0.239711
ABCF3	PCYT1A	0.239711
VPS8	RFC4	0.239677
DOHH	DAPK3	0.239667
GTPBP4	YME1L1	0.239666
DPM1	PTPN1	0.239663
ABI3	GPSM3	0.239657
NKAP	HTATSF1	0.239637
TRIM21	TRIM5	0.239624
ITGA4	GAB3	0.239614
INTS8	FAM91A1	0.239612
ADCK5	MROH1	0.239598
QTRT2	TOMM70	0.239594
SDHA	CCDC127	0.23959
NUP133	RAB3GAP2	0.239588
PQBP1	ZNF674	0.239583
PRPF8	HASPIN	0.239579
RPS15	NDUFS7	0.23957
ACOT2	ACOT1	0.239568
DDX27	AAR2	0.239567
ADGRF5	DLL4	0.239555
EMCN	PECAM1	0.239551
UBR5	ZNF623	0.23955
LY86	MARCHF1	0.239531
HAVCR2	OSCAR	0.239525
NCKAP1L	TNFAIP8L2	0.239521
QRICH1	METTL6	0.239516
EXOSC9	PLK4	0.239513
LRRC8D	GEMIN8P4	0.239507
CMC2	EMC8	0.239493
ZNF420	ZNF790	0.239489
RPS18P5	RPS7P1	0.239462
RNF4	SLBP	0.239459
CNRIP1	EMCN	0.239457
ARCN1	PPP2R1B	0.239447
PIK3CG	FPR3	0.239422
ABI3	SLC8A1	0.239413
ADAMTS2	GGT5	0.239407
RRP9	PDE12	0.239405
NKTR	ZNF621	0.239403
TMEM184C	LRBA	0.239394
NME6	PDE12	0.239393
WAS	RASGRP2	0.239378
STK25	ILKAP	0.239378
CORO1A	PLCB2	0.239374
ZNF721	ZNF595	0.239363
NUP88	MIS12	0.239347
MEF2C	CNRIP1	0.239344
ABCF3	NCBP2AS2	0.239339
GNL3	QRICH1	0.23933
ESAM	NOTCH4	0.239317
RWDD1	SNX3	0.239306
MED4	SUGT1	0.239296
DHX30	RAF1	0.239287
PABIR2	VMA21	0.239284
ARHGEF11	ZNF687	0.239258
PYCR3	ZNF7	0.239252
UBE2K	CTBP1	0.239247
NUFIP1	RFC3	0.239246
ELAC2	RABEP1	0.239245
PREX1	MYO1F	0.239244
CD33	SASH3	0.239238
MFSD10	NOP14-AS1	0.239231
RNF4	DHX15	0.239219
TASL	DOCK2	0.23921
ALOX5AP	FERMT3	0.239207
VTA1	SF3B5	0.239195
SENP6	PPIL4	0.239192
TYROBP	PARVG	0.239178
C1orf54	MYO1F	0.239172
TUSC2	NME6	0.239171
TMEM204	LDB2	0.239171
HTATSF1	RBMX2	0.239158
EIF1B	UBP1	0.239158
TM9SF4	NCOA6	0.239152
MRPS30	DNAJC21	0.239148
DOCK8	PARVG	0.239143
RTF2	SLC35C2	0.239133
RTN4IP1	TBC1D7	0.239121
POLR2L	PSMD13	0.239118
SNW1	ACTR10	0.239112
DOCK2	MNDA	0.239109
SETD5	THUMPD3-AS1	0.239107
CSTF1	MRGBP	0.239104
RBM5	USP19	0.239099
RANBP3	SF3A2	0.239098
GIMAP6	SEPTIN1	0.239086
DHX33	DPH1	0.239077
PLK3	MAFF	0.239076
TM4SF18	COL4A1	0.239074
SEPTIN1	ARHGAP30	0.239071
RRP9	RBM15B	0.239071
RIGI	MX1	0.239071
RPRD2	YY1AP1	0.239068
ELAC2	NUP88	0.239038
CCNC	CDC40	0.239037
CYTH4	TASL	0.239036
SPCS1	PDCD6IP	0.23902
ARF5	ARHGEF5	0.238998
TSG101	NAP1L4	0.238996
CD33	SIRPB2	0.238996
PMS1	ORMDL1	0.238995
PIBF1	MZT1	0.238995
RANBP3	GNA11	0.238973
PAFAH1B1	RNF167	0.238969
PTPN23	WDR48	0.238967
DEDD	PEX19	0.238967
TBC1D22B	DAXX	0.238964
LIPT2	LIPT2-AS1	0.238958
DNAJB11	SENP5	0.238958
ST8SIA4	CD86	0.238954
UMPS	NAA50	0.238927
RPUSD4	RNF214	0.238917
MAP2K4	TIMM22	0.238912
CSNK2A1	IDH3B	0.238893
PROSER1	XPO4	0.238866
FLT4	CD34	0.238865
EXOSC2	WDR5	0.238847
WDR13	NDUFB11	0.238835
SMUG1	NMRAL1	0.238831
RXRB	VPS52	0.238831
RAB33A	GIMAP1	0.238827
TBC1D23	CPOX	0.238822
EPN2	MAPK7	0.238818
ADNP	DIDO1	0.238801
ZC3H13	COG3	0.23879
SLC10A3	IKBKG	0.238783
PLVAP	EMCN	0.238781
PIM2	PTPN7	0.23878
STK25	TRIP12	0.238778
DOK2	TAGAP	0.238766
PRKAR2A	KIAA1143	0.238764
MTG2	MOCS3	0.238758
PDCD10	RFC4	0.238746
ZFR	NIPBL	0.238739
AIG1	PARLP2	0.238735
BIRC6	ASXL2	0.238705
PIK3CA	FBXO45	0.238692
ZNF81	ZNF674	0.238667
NSMCE1	MCRIP2	0.238662
ARMC2	RPGR	0.238661
GRPEL1	ZBTB49	0.23865
KIAA1143	DCP1A	0.238647
SETMAR	CNOT10	0.238635
ETFB	CASZ1	0.23863
ILKAP	EIF4E2	0.238629
SIL1	MIGA1	0.238619
NSUN2	C5orf22	0.238606
MRGBP	STAU1	0.238598
SLC39A3	TPGS1	0.238595
VPS35	DNAJA2	0.238593
SPCS2	RAB6A	0.238587
RBSN	IP6K1	0.238571
XIAP	RAP2C	0.23856
CD180	ZEB2	0.238542
RPUSD4	NFRKB	0.238535
RPL18	RPS11	0.238534
MFNG	PECAM1	0.238504
LY96	MNDA	0.238497
JAK3	CASP4LP	0.238496
SIGLEC9	MARCHF1	0.238494
PRKAR2A	GORASP1	0.238494
DOK2	ARHGAP30	0.238492
TLR4	MYO1F	0.238489
TEK	TAMALIN	0.238487
RBM18	PDCL	0.238484
PCDH12	DIPK2B	0.238463
HTATSF1	BRCC3	0.238451
ZC3H3	SLC52A2	0.238438
PRKAR2A	RBM15B	0.238436
RAD23B	URM1	0.238434
TMEM33	ZCCHC4	0.238426
CTBP1	SLBP	0.238409
SIL1	ARRB1	0.2384
CSNK2A1	STK35	0.2384
ARHGEF6	MYO1G	0.238395
CHMP4B	ERGIC3	0.23839
CCR1	ADAP2	0.238386
MAEA	HAUS3	0.238383
PTPRA	VPS16	0.238373
DNAJC13	QTRT2	0.238363
LRRC32	ESAM	0.238362
ARPC2	RNF25	0.238356
CD86	CD226	0.238354
ELMO2	PLCG1	0.238352
CRBN	SETMAR	0.238348
TSR1	ANKFY1	0.238346
TRANK1	UBA7	0.238341
ZKSCAN4	ZSCAN26	0.23834
MAP2K4	MED31	0.238339
VTA1	RNGTT	0.238329
NUP155	CCT5	0.238296
LAMTOR3	ZNF330	0.238292
GPALPP1	NUDT15	0.238289
RBM7	ZPR1	0.238271
CLEC2D	CD226	0.238259
ALKBH1	ISCA2	0.238257
CFAP97	TMA16	0.238236
MKRN2	CNOT10	0.23822
RLIM	ABCB7	0.23821
C8orf33	HSF1	0.238199
RASAL3	WIPF1	0.238197
TSSC4	PSMD13	0.238192
PSMD14	OLA1	0.238189
GMEB2	TAF4	0.238182
NOC2L	ATAD3A	0.238181
CLPTM1L	MRPL36	0.238179
LCP2	LY96	0.238171
CIAO3	TBL3	0.238171
MZT2B	MZT2A	0.23817
MRPL17	TMEM41B	0.238166
TMEM128	NELFA	0.23816
ARHGAP25	GPSM3	0.23816
SLC25A44	YY1AP1	0.238146
LAT2	GIMAP6	0.238128
RFC1	PDS5A	0.238121
PLCB2	IL16	0.238117
CDC5L	RPL7L1	0.238086
TASL	MYO1F	0.238082
SIRT6	GTF2F1	0.238081
PAFAH1B1	DERL2	0.238081
MS4A6A	PARVG	0.238079
APBB1IP	MNDA	0.238071
FOXP3	RHOH	0.238061
MTG2	DDX27	0.23806
EAF1	UBP1	0.238056
DNAJB11	PSMD2	0.238051
PKD2	ARHGEF25	0.238048
RASGRP2	P2RX1	0.238045
CHTF18	TEDC2	0.238038
GPKOW	VCF2	0.238036
ZNF345	ZNF260	0.238024
RNASE6	FPR3	0.23802
TIMP2	GGT5	0.237997
TCEAL1	TCEAL3	0.237991
MKRN2	SEC13	0.237988
CWC22	SP3	0.237977
ITGA4	PIK3R5	0.237965
HDAC10	TUBGCP6	0.237959
NDUFA9	CCDC57	0.237955
MRPL3	TOPBP1	0.237955
MRPL9	VPS72	0.237953
DDX27	ERGIC3	0.237941
RBM41	NUP62CL	0.237938
MS4A6A	LILRB3	0.237934
FANCD2	SETD5	0.237929
CCT5	ZNF131	0.237928
CCAR2	POLR3D	0.237925
EI24	CHEK1	0.237924
TYROBP	TLR4	0.237915
ACTR8	TASOR	0.237909
NUP98	RHOG	0.237908
ABI3	IL16	0.237897
EIF4G1	ABCF3	0.23788
ABI3	RNASE6	0.237876
COX7C	MRPS36	0.237859
POLR2H	ALG3	0.23785
PSMD6	DENND6A	0.237844
ST8SIA4	GIMAP1	0.237842
PI4K2A	BTRC	0.237837
RHOA	BRK1	0.237831
GTF2H1	TSSC4	0.237828
MKRN2	ACTR8	0.237826
METTL16	CRK	0.23782
VTA1	LTV1	0.237817
AKAP11	COG6	0.237817
GON4L	RPRD2	0.237806
USP9X	UBA1	0.237802
TSG101	MOB2	0.237783
THOC2	UTP14A	0.237778
RRP8	MRPL17	0.237776
BRD9	CEP72	0.237776
FAM50A	LAGE3	0.237765
CORO1A	AIF1	0.237762
KLHL18	MYD88	0.237759
UBA3	WDR82	0.23775
FLI1	IL16	0.23775
EMC3	METTL6	0.23775
MTDH	ZHX1	0.237737
FXR2	SCO1	0.237734
TSR1	NEURL4	0.237699
NCAPH	BUB1	0.237696
MRPL47	PARL	0.237696
FAM193A	PCGF3	0.237675
ARCN1	TRAPPC4	0.237675
RAD18	SMARCC1	0.237667
LSG1	FYTTD1	0.237652
SUB1	ZNF131	0.237634
METTL2A	TACO1	0.237632
UBR5	UTP23	0.237619
TIAL1	MCMBP	0.237619
TNFAIP8L2	CSF1R	0.237614
ANKRD44	PIK3CG	0.237605
ING5	DUSP28	0.237604
GAB3	IKZF3	0.237604
ST8SIA4	SNX20	0.237603
TTC33	ZNF131	0.237602
FMNL1	SPN	0.23759
DVL2	DPH1	0.237587
CAPN7	NGLY1	0.237586
GIMAP6	CD180	0.23756
ARCN1	BUD13	0.23756
ZNF639	DNAJC19	0.237547
IDH3G	FAM50A	0.237545
GIMAP6	C3AR1	0.237545
TMC8	NLRC3	0.237537
PSMD8	SIPA1L3	0.237529
CHMP1A	ZC3H18	0.237526
TRPV2	PLEKHO2	0.237525
QTRT2	ZNF148	0.237509
GYPC	SEPTIN1	0.237509
BRIX1	ZNF622	0.237505
CSTF2	CUL4B	0.237478
SIGLEC9	SLC39A13-AS1	0.237477
SELPLG	ST8SIA4	0.237475
ALOX5AP	CSF1R	0.237473
IGIP	PURA	0.237441
DHX33	CRK	0.237428
IRF8	MYO1F	0.237426
LSG1	PCYT1A	0.237422
GIMAP2	SASH3	0.23742
PDHB	RBM15B	0.237403
VTA1	SNX3	0.237396
PSMD10	CUL4B	0.237393
CRK	PRPF8	0.237393
CD4	ARHGAP30	0.237393
NISCH	RBM15B	0.237391
USP4	TUSC2	0.23738
ENDOD1	SRSF8	0.237358
ACOT8	RALGAPB	0.237356
ACTR8	TMEM115	0.237331
BCL7C	COPS9	0.237329
SLC25A11	PRPF8	0.237327
NKAPD1	CUL5	0.237318
SLC8A1	TRPV2	0.237311
OAS2	DDX60	0.237305
USP34	BIRC6	0.2373
IFT46	PAFAH1B2	0.2373
DOCK8	MYO1G	0.2373
MTG2	ARFGAP1	0.237297
TNIP2	NELFA	0.237296
SEC24A	LYSMD3	0.237295
CCDC12	LSM3	0.237294
GRPEL1	PDS5A	0.237292
CDK19	CDC40	0.237289
NDUFS6	MRPL36	0.237283
LZTFL1	SETD2	0.237276
WDR1	ADD1	0.237271
UBAP2L	UBQLN4	0.237266
MED10	OTULIN	0.237223
ELAC2	TOP3A	0.237203
STRAP	USP5	0.237191
DHX38	IST1	0.237185
WASHC5	SHARPIN	0.237182
ZNF433	ZNF433-AS1	0.237165
AKAP10	LLGL1	0.237164
LSG1	ABCF3	0.237163
SELPLG	DOK2	0.237157
SASH3	MNDA	0.237156
PCID2	TFDP1	0.237151
BCL7C	FAAP20	0.237126
ACAP1	SFMBT2	0.237123
LAT2	PTPN7	0.237121
CYTH4	LRRC25	0.237117
RSF1	THAP12	0.237112
TSR3	CIAO3	0.237103
EMD	GDI1	0.237087
IL16	GPSM3	0.237075
CSE1L	TAF4	0.237074
ST8SIA4	CCR1	0.237073
NCBP3	RPA1	0.23706
YJU2	UBXN6	0.23705
RHOA	ATRIP	0.23705
PLXNC1	ELMO1	0.23705
NUP54	LARP7	0.237041
SGO1	CDC25A	0.237038
RAD23B	RAB14	0.237037
CD37	ZC3H12D	0.237036
CLIP2	DISP1	0.237035
ARRB1	NSMCE1	0.237027
ZNF639	SENP2	0.237023
MTRR	MED10	0.237006
BTBD10	RIC8A	0.237002
MTPN	NUP205	0.236997
NPAT	CWF19L2	0.236987
KLC1-AS1	NFATC2IP-AS1	0.236984
LPXN	MYO1G	0.236982
PCM1	XPO7	0.236971
CD37	TSPOAP1-AS1	0.236971
ATP5F1D	ABHD17A	0.236968
RETREG2	CNOT9	0.236958
FBXO28	ANGEL2	0.236956
RAD1	CCT5	0.236954
SLC30A9	DHX15	0.236942
XIAP	FMR1	0.2369
LCK	ARHGAP30	0.236897
LRRC14	GPAA1	0.236871
ENY2	ZNF706	0.236871
PAK2	PPP1R2	0.236864
SETDB1	CERS2	0.236863
LY96	C3AR1	0.236844
PRKAA1	RICTOR	0.236842
PDRG1	CHMP4B	0.236837
XAB2	REXO1	0.236829
TRMT44	ZBTB49	0.236814
DCAF1	PDE12	0.236812
CDC25A	SMARCC1	0.236812
UBE2D3	CISD2	0.236811
MED23	ZNF292	0.236811
TMEM115	DCP1A	0.236807
ZC3H12D	LCK	0.236806
TMEM115	SETD2	0.236805
RRM1	NAP1L4	0.236796
RNF214	DPAGT1	0.236794
NOL10	WDR43	0.236793
PIM2	SELPLG	0.236792
TMEM128	CTBP1	0.236778
CD4	GIMAP1	0.23674
ASF1A	ZUP1	0.236738
PRUNE1	SNAPIN	0.236737
SASH3	DOK3	0.236736
RRP8	TIMM10B	0.236712
IFFO1	RASSF4	0.236712
KIF11	BUB3	0.236703
PEX3	CCNC	0.2367
TRAF3IP3	AKNA	0.236699
STK16	RETREG2	0.236692
SKIC8	EDC3	0.236692
RPS15	SLC39A3	0.236692
RBBP5	BROX	0.23669
PSMD10	FAM199X	0.236688
GAB3	ARHGAP30	0.236687
ADPRS	PPP1R8	0.236686
CACTIN	ABHD17A	0.236678
MAK16	PPP2R2A	0.236666
CD86	RAB33A	0.236652
SUMO1	NDUFB3	0.236648
ATRIP	IMPDH2	0.236642
SIGLEC9	PIK3R5	0.236638
ST8SIA4	PARVG	0.236632
ATE1	SMC3	0.236614
SNRPB	SNRPB2	0.23661
TADA3	FGD5-AS1	0.236605
TRAF3IP3	BTK	0.236603
MON1B	ATXN1L	0.236597
ANKRD44	NLRC3	0.236575
MRPL47	DNAJC19	0.236569
TRAF3IP3	RASGRP2	0.236565
GID8	MOCS3	0.23656
TMEM258	ATP5MC2	0.236549
ATG16L1	COPS7B	0.236545
GIMAP8	SPN	0.236544
MS4A7	ADAP2	0.236539
DNAJA3	GLYR1	0.236534
MRPL13	RMDN1	0.236527
RPUSD4	RNF26	0.236504
SLC25A26	FARS2	0.236502
DLAT	CUL5	0.236493
TESPA1	TMEM273	0.236489
ATP6V1A	TOMM70	0.236486
USP19	NCKIPSD	0.23648
GPR65	IRF8	0.236477
ANAPC4	HAUS3	0.236468
STARD8	ZEB2	0.236464
SIL1	RPLP2	0.236458
TYROBP	WAS	0.236456
DVL3	ALG3	0.236454
