GenA	GenB	MI
GOLGA4	SACM1L	0.24672
FARS2	PITPNC1	0.246708
UMPS	NAA50	0.246703
ANKRD44	SASH3	0.246702
FAM3A	VAMP7	0.246689
TASL	CCR1	0.24668
NUFIP1	NUDT15	0.246662
TARS1	NIPBL	0.246657
BABAM1	LCMT1	0.246652
MFNG	GYPC	0.246647
ABHD17A	CSNK1G2	0.246647
CHMP7	PPP2R2A	0.246642
ELOB	RPS21	0.246638
RPRD1B	DSN1	0.246631
PSMA1	GSTO1	0.246625
XPC	USP19	0.246617
AIG1	PARLP2	0.246612
GPR65	ARHGAP30	0.246607
PIK3CG	BIN2	0.246589
NCBP3	CRK	0.246583
PCYT1A	NCBP2AS2	0.24657
RETREG2	GIGYF2	0.246565
NUDT15	RB1	0.246558
PSMD6	ARIH2	0.246555
COPZ1	NDUFA9	0.246538
PUS10	PEX13	0.24652
ACAP2	DNAJC19	0.246515
RTF2	CSTF1	0.246512
ACAP1	PARVG	0.246504
CLEC2D	IKZF1	0.2465
SLMAP	WDR82	0.246482
FAM193A	TNIP2	0.246481
XIAP	MMGT1	0.246478
DCTN6	CCDC25	0.246475
MAP3K7	CEP57L1	0.246462
LCP2	ITGA4	0.246454
PHF23	PSMB6	0.246448
WDR48	WDR6	0.246445
ANKRD44	NCKAP1L	0.246437
CTPS2	SYAP1	0.246429
MLH1	ELP6	0.246421
BAP1	USP19	0.246415
P2RX1	PECAM1	0.2464
ZNF671	TRPV2	0.246399
CTNNBL1	ATOX1	0.246374
OSCAR	FPR3	0.246349
RIOK2	AP3B1	0.246332
FOXP3	SASH3	0.246329
STEEP1	RNF113A	0.246318
PTMAP2	HNRNPA3P6	0.246306
COPZ1	MCRIP2	0.246304
PAFAH1B1	CRK	0.24629
DCUN1D1	PPP1R2	0.24629
FASTKD3	ZNF131	0.246288
ALKBH1	VIPAS39	0.246288
CCT5	PAIP1	0.246287
PTPN23	IFRD2	0.24628
CHERP	RAB8A	0.246269
ABCE1	CFAP97	0.246269
PPIL4	CDC40	0.246261
CSTF1	MRGBP	0.246233
EIF4E	AIMP1	0.246232
KPNA3	MED4	0.246225
CLEC2D	IKZF3	0.246221
ZNF800	MKLN1	0.246208
SASH3	PARVG	0.246187
POLRMT	STK11	0.246187
WDR48	DHX30	0.246186
MYO1G	GNG2	0.246172
ERI1	CNOT7	0.246172
MDM4	RUSC1-AS1	0.24617
LCMT1	MRPL23	0.246168
FARS2	CORO7	0.246154
PLCB2	IKZF1	0.246152
PSMG4	LYRM4	0.246148
ZKSCAN4	ZSCAN26	0.246147
HSPE1	HSPD1	0.246143
EIF3B	INTS1	0.246106
NOP53	RPS11	0.246105
LHX4	NFATC2IP-AS1	0.246089
TRMT6	CSNK2A1	0.246081
GNA11	SF3A2	0.24608
HAVCR2	CD226	0.246079
WBP4	LRCH1	0.246047
TYROBP	GIMAP1	0.246043
ADISSP	PTPRA	0.246041
ACAP1	ITGAE	0.246039
TBXAS1	TRPV2	0.246034
SIL1	MZT2A	0.246031
VTA1	CDC40	0.246029
MRFAP1L1	BLOC1S4	0.246013
CSF1R	ADAP2	0.24601
TASL	C3AR1	0.246003
SETD5	THUMPD3-AS1	0.246003
GIMAP6	MNDA	0.246003
UFL1	MED23	0.245992
MED25	SCAF1	0.245991
CCNK	CDC42BPB	0.24599
CORO1A	HAVCR2	0.245977
PRELID3B	RALGAPB	0.245972
TNFAIP8L2	CSF1R	0.245961
CD37	ZC3H12D	0.245929
FXR2	NDEL1	0.245928
TASL	PLCB2	0.245925
CLEC2D	CORO1A	0.245912
ZNF142	TRIP12	0.245899
GTF2H1	SPTY2D1	0.245887
PCM1	TNKS	0.245867
ARHGEF6	CASP4LP	0.245866
ADAMTS2	GGT5	0.245865
PDCL	ZBTB6	0.245852
RO60	SDE2	0.245844
LSG1	PAK2	0.24584
PTPN23	WDR6	0.245812
LSG1	PCYT1A	0.245796
PIGG	NELFA	0.245793
FXR2	RPA1	0.245778
RNGTT	CDC40	0.245769
ATRIP	NME6	0.245755
DHX15	PACRGL	0.24575
CSNK2A1	PTPRA	0.245747
MT-ATP6	MTATP6P1	0.245745
MED28	TMEM128	0.245744
NDUFB7	SIL1	0.245736
MON1B	CMTR2	0.24573
PARVG	PIK3R6	0.245728
NDUFB5	RFC4	0.245711
CD37	TSPOAP1-AS1	0.245691
FLT1	KDR	0.24569
ALOX5AP	CD300A	0.245681
NCBP3	TOP3A	0.24568
PPID	TMA16	0.24567
IFFO1	ITGA4	0.245666
ACOT8	STAU1	0.245662
CTBP1	HTT	0.245659
TENT4A	EXOC3	0.245652
NSUN2	GOLPH3	0.245647
KHDC4	CLK2	0.245639
GID8	YTHDF1	0.245633
LAT2	TRPV2	0.245627
CXADR	BTG3	0.245617
PTPN23	RBM15B	0.245604
MED9	COPS3	0.245553
NUFIP1	WBP4	0.245545
SEPTIN2	GIGYF2	0.245544
RNF4	GAK	0.245542
CD33	DOK2	0.245535
POMGNT2	SETD2	0.245528
UBE2M	TRIM28	0.245514
MARCHF1	CCR1	0.245494
RAB5A	BRPF1	0.245493
PDGFRB	S1PR1	0.245484
ZEB2	PECAM1	0.245466
APEH	NME6	0.245463
FAM193A	UVSSA	0.245454
CD37	BIN2	0.245424
MED13	BPTF	0.245418
MED29	SUPT5H	0.245417
ZNF671	TAGAP	0.245404
RRP9	USP19	0.245389
ASH1L	CEP350	0.245386
PDHB	SETD2	0.245384
FOXP3	TASL	0.245366
MTIF3	MPHOSPH8	0.245345
SPCS2	MRPL48	0.245334
MRPL47	DNAJC19	0.245312
C5orf22	MTMR12	0.24531
CD4	RASAL3	0.245304
CBY1	DNAL4	0.245302
OFD1	TRAPPC2	0.245283
APPL1	DCP1A	0.245283
PIAS4	CSNK1G2	0.245277
ANAPC4	PCGF3	0.245269
COPB1	USP47	0.245266
CLASP2	PBRM1	0.245254
ABI3	FPR3	0.245246
UQCR11	MED16	0.245244
UTP25	TAF1A	0.245242
PSMA4	ETFA	0.24522
SPI1	NLRC4	0.24521
ADAMTS2	ANGPTL2	0.24521
STAG2	VMA21	0.245189
APPL1	SACM1L	0.24518
CTBP1	LRPAP1	0.245179
MFNG	TMEM273	0.245166
SEC24B	EIF4E	0.245161
OAS2	DDX60	0.245161
ZFR	PAIP1	0.245158
PCSK7	SRPRA	0.245154
MS4A7	AIF1	0.245152
ARRB1	SDHAF2	0.245144
RTF2	RAE1	0.245121
PDHB	CCDC71	0.245115
FANCD2	UBP1	0.245112
RBM18	INIP	0.245091
ADNP	CSTF1	0.245088
METTL16	CRK	0.245087
RNF6	XPO4	0.245083
UMPS	DBR1	0.24507
GID8	RAB22A	0.24507
PIK3CG	IKZF3	0.245067
PABIR2	PHF6	0.245059
MRPS12	SUPT5H	0.245057
RNF114	SPATA2	0.245056
ITGAE	RASAL3	0.245049
PSMA1	LYRM4	0.245047
GIMAP6	CD180	0.245043
UBL7	EDC3	0.245031
DOK2	GAB3	0.245023
BRD9	BRIX1	0.245013
VTA1	MAP3K7	0.245009
MTERF3	INTS8	0.245008
IRF8	TRPV2	0.244998
ATP5MC2	FARS2	0.244994
UBE2D3	LSM6	0.244984
PSMC4	MED29	0.24498
GORASP1	TMF1	0.244973
MKRN2	GORASP1	0.244942
LY86	SNX20	0.244942
IDH3G	FAM3A	0.24494
ITGA4	MYO1F	0.244931
RAE1	RPRD1B	0.244929
EMC3	METTL6	0.244925
LAPTM5	AIF1	0.24491
SS18L2	CNOT10	0.244897
UBE2I	GFER	0.244894
SGTA	C19orf25	0.244863
MON1A	IFRD2	0.24486
ACAD9	PIK3R4	0.244854
DHX33	GEMIN4	0.244844
KPNA1	NAA50	0.24484
PSMA1	COPS9	0.244836
NBEAL1	RAPH1	0.244833
PRPF4B	NUP153	0.244826
TRPV2	TMEM273	0.24482
RANBP3	KHSRP	0.244814
ARCN1	HMBS	0.244804
QSOX2	SNAPC4	0.244799
ROBO4	EMCN	0.244796
VIM	PMP22	0.244789
SENP5	MRPL47	0.244779
LAPTM5	CSF1R	0.244774
TASOR	RBM15B	0.244762
LAT2	LRRC25	0.244755
STRAP	EMG1	0.244752
PDCD10	FYTTD1	0.244744
PIK3CG	PREX1	0.244726
MLH1	HACL1	0.244718
TENT4A	RAD1	0.244716
AP3D1	GNA11	0.244712
RPS16	PRPF31	0.24471
GORASP1	DCAF1	0.244695
RNH1	TSG101	0.244693
MYO1F	SLC8A1	0.244659
XAB2	GTF2F1	0.244658
LAPTM5	MS4A7	0.244658
ARHGEF6	TRPV2	0.244658
FAM72D	FAM72C	0.24463
OXCT1	NUP155	0.244616
MS4A7	SLC8A1	0.244595
FOXO3	CDC40	0.244586
ACTR8	TUSC2	0.24458
STK11	ABHD17A	0.244574
PTPRA	VPS16	0.244558
RAD23B	PPP6C	0.244549
SEPSECS	LCORL	0.244535
USB1	ZNF319	0.244528
KDR	NOTCH4	0.244523
WDR48	CLASP2	0.244522
CD33	GIMAP8	0.244518
GOLGA4	SETD2	0.2445
LZTFL1	SETD2	0.244494
INTS10	VPS37A	0.244481
PIGQ	FAM234A	0.244469
LAMTOR3	ENOPH1	0.244458
NEK4	RBM15B	0.244455
PIGG	PCGF3	0.244454
NCBP2	DNAJC19	0.244451
JAM2	GASK1B	0.244449
ZBTB49	PIGG	0.244443
MRPS2	SNAPC4	0.244437
POGK	ISG20L2	0.244425
MRGBP	VAPB	0.244425
SGIP1	PTGIR	0.244417
TMEM219	ATOX1	0.244415
MS4A6A	LY96	0.244401
ERGIC3	NFS1	0.244382
TMEM62	GOLM2	0.24438
FAM193A	HAUS3	0.244371
MS4A7	CD14	0.244365
ZEB1	GASK1B	0.244363
NSMCE1	ALG1L1P	0.244362
GORASP1	EAF1	0.244357
DOCK2	CASP4LP	0.244355
TYROBP	TLR4	0.244336
VBP1	MECP2	0.244295
NOL10	GPN1	0.244291
STRAP	MRPS35	0.244284
RBM5	QRICH1	0.244284
OXCT1	ZNF131	0.244283
FAAP20	MICOS10	0.244273
LETM1	NELFA	0.24426
LMF1	DISP1	0.244248
EIF1B	DPH3	0.244245
CTDSP1	RNF25	0.244245
TRUB2	URM1	0.244244
ABI3	ARHGAP25	0.244228
GTF2F1	HDGFL2	0.244227
MAGOHB	MRPL51	0.244221
COPS7B	COPS8	0.244219
NOP14	MAEA	0.244216
XAB2	UBXN6	0.244209
PAF1	SAMD4B	0.244206
CENPT	AFG3L1P	0.2442
CCDC127	MRPL36	0.2442
RASGRP2	PIK3CG	0.244193
RAB5A	PPP4R2	0.24419
LYRM2	CEP57L1	0.244185
LMF1	QTRT1	0.244185
TENT4A	DROSHA	0.244162
IDH3B	PTPRA	0.24416
RNF123	NME6	0.244157
PPP1R7	MTERF4	0.24415
RBSN	VHL	0.244146
ZEB2	S1PR1	0.244127
STAB1	LRRC25	0.24412
UBL4A	VAMP7	0.244108
ZNF671	PIM2	0.244102
ZZEF1	VPS53	0.2441
DVL2	PRPF8	0.2441
CTBP1	TNIP2	0.244095
KIAA1143	NME6	0.244082
TRPM2	SDHAF2	0.244068
ADNP	RALGAPB	0.244058
EMC3	BRK1	0.244035
RRM1	NAP1L4	0.24403
BFAR	PARN	0.244025
ZNF343	CSNK2A1	0.244013
PSMA4	MORF4L1	0.243983
MFNG	PTPN7	0.243969
EIF2B5	DNAJC19	0.243963
LYSET	MOAP1	0.243958
PREX1	MYO1F	0.24395
RCN1	PSMA1	0.243945
LCP2	CASP4LP	0.24394
NCBP3	VPS53	0.243908
EEF1B2	FASTKD2	0.243901
FGR	ZEB2	0.243894
THUMPD3	USP19	0.243892
MICOS10	MIGA1	0.243876
NAA30	ISCA2	0.24387
WDR18	POLRMT	0.243853
ST8SIA4	IL16	0.243851
RPS13	SAAL1	0.243849
PLCB2	IL16	0.243832
CD4	GIMAP1	0.243824
CCNC	NUS1	0.24382
RPL32P18	RPS18P5	0.243795
MED23	ZNF292	0.243793
LRRC14	ZFTRAF1	0.24378
RFC1	MED28	0.243773
ZNF639	SENP2	0.24376
THUMPD3	APEH	0.243758
PAFAH1B1	VPS53	0.243752
PPP1R7	ILKAP	0.243746
SIGLEC9	SIRPB2	0.243737
TLR4	MYO1F	0.243736
CRK	GEMIN4	0.243727
LRRC14	ZNF623	0.243721
CCDC124	COPE	0.243719
SELPLG	GIMAP1	0.243703
IFFO1	TYROBP	0.243697
TYK2	SMARCA4	0.243692
THEM5	C2CD4D	0.243685
FGR	NCKAP1L	0.243671
RRP9	SLMAP	0.243661
KHDC4	RUSC1-AS1	0.243655
SCAMP3	GON4L	0.243651
PSMD6	PDHB	0.243639
VAPA	PPP4R1	0.243631
CRBN	RAF1	0.243627
TMEM273	PECAM1	0.243626
PROSER1	WBP4	0.243608
PROSER1	NAA16	0.243606
ZNF142	USP37	0.243605
CYTH4	C3AR1	0.243602
IFT52	STAU1	0.243596
PIK3R5	ZEB2	0.243588
COPS9	ZFAS1	0.243574
CC2D1A	FARSA	0.243563
ACAP1	FMNL1	0.243555
GIMAP6	LRRC25	0.24355
VGLL4	BRPF1	0.243545
MCPH1	POLR3D	0.243541
TACO1	MRPL58	0.243539
ATG4B	THAP4	0.243534
KDR	DLL4	0.243531
CD14	CSF1R	0.243529
NME6	PDE12	0.243525
ASTE1	PIK3R4	0.243525
ZBTB32	RASAL3	0.243519
FIG4	AFG1L	0.243515
FBXO5	TTK	0.243504
POLA2	RTN4IP1	0.243495
GAB3	LCK	0.243476
GLRX5	SIVA1	0.243471
SETD5	ZNF621	0.243465
ETS1	RHOH	0.24345
NDUFB7	MAP2K2	0.243428
WBP4	GPALPP1	0.243419
UBE2K	MRFAP1L1	0.243403
ATG3	GTPBP8	0.243394
CLIP2	RTN4IP1	0.243377
PMP22	LRRC32	0.243374
ARMH3	R3HCC1L	0.243358
SCO1	PSMB6	0.243318
MCPH1	VPS37A	0.243305
RPS13	NUP98	0.243299
ZPR1	TIMM8B	0.243294
QRICH1	METTL6	0.243228
ARID4B	RAB3GAP2	0.243227
RBM5	EXOG	0.243226
DOT1L	SGTA	0.243225
TTI1	ERGIC3	0.243217
DLG1	ACAP2	0.243215
BCAS4	SDHAF2	0.243213
WDR13	WDR45	0.24321
PPP2CB	KCTD9	0.243209
DHX30	ATRIP	0.243197
NLRC3	CASP4LP	0.243195
RPTOR	NPLOC4	0.243172
MTG2	DDX27	0.243166
HTATSF1	HPRT1	0.243166
NUBP2	UBE2I	0.243165
NOP14	TNIP2	0.243165
DHX30	UBP1	0.243159
ITGA4	RHOH	0.243152
CD33	PIK3CG	0.243148
LCK	GIMAP1	0.243144
DROSHA	NDUFS6	0.24314
GNAI3	BCAS2	0.243135
ELOB	GALNT14	0.243133
NUP98	RHOG	0.243129
CDKN2AIP	RWDD4	0.243129
COX6B1	EIF3K	0.243116
CD4	RNASE6	0.243109
CCNC	QRSL1	0.243109
DOK3	TRPV2	0.243107
NCKAP1L	PIK3R6	0.243087
SMARCC1	DCP1A	0.243085
RPS15	THOP1	0.243078
SUB1	RAD1	0.243075
ZEB1	S1PR1	0.243071
CLPP	THOP1	0.243064
MAP4K1	APOBEC3G	0.243062
TMEM33	ZCCHC4	0.243056
ARCN1	NKAPD1	0.243047
PLVAP	LRRC32	0.243046
CD4	LY96	0.243039
DOHH	THOP1	0.243036
IFIH1	USP18	0.243024
YWHAZP4	YWHAZP5	0.243023
RAB5A	PBRM1	0.243023
RPS15	SLC39A3	0.243019
RBSN	ARIH2	0.243012
DSTN	SNRPB2	0.24301
GYPC	CASP4LP	0.243007
TUSC2	SEC13	0.243005
VTA1	TMEM242	0.242996
EMD	BRCC3	0.242979
UBE2K	LYAR	0.242973
PSMA7	AAR2	0.242973
SPCS1	QARS1	0.242972
FERMT3	ADAP2	0.242964
CD86	SNX20	0.242952
ZNF671	LCK	0.242951
STK16	MTERF4	0.24294
WDR82	PDE12	0.242921
VGLL4	RNF123	0.242916
PSMB4	VPS72	0.242909
POLR2E	MED16	0.242909
ECSIT	LSM4	0.242905
WDR1	TMEM33	0.2429
ZCCHC4	PIGG	0.242899
NEK4	DHX30	0.242891
GTF2E2	MAK16	0.242887
MBD4	DNAJC13	0.242885
KCNAB2	CORO1A	0.242871
BOD1L1	MED28	0.242854
MRE11	MED17	0.242852
SEPTIN2	THAP4	0.242849
ARHGEF6	RAB33A	0.242847
RAD1	NADK2	0.242843
CUL1	NUP205	0.242833
RHOA	LSM3	0.242829
PBK	ESCO2	0.242821
C19orf25	UQCR11	0.242816
IP6K1	DCP1A	0.242815
APBB1IP	AKNA	0.2428
WAS	CASP4LP	0.242794
PDHB	USP19	0.24279
BRIX1	MED10	0.242786
MFNG	GAB3	0.242776
RASGRP2	RASAL3	0.242764
NME6	IFRD2	0.242763
C1orf54	LAPTM5	0.242762
DNAJC2	ARMC10	0.242753
PCNP	TOMM70	0.242752
IKZF3	SPN	0.242748
CALD1	EFEMP2	0.242747
RNF123	QRICH1	0.242746
NCKAP1L	GYPC	0.242743
TARS1	MRPL36	0.242739
GPALPP1	SUCLA2	0.242739
VARS1	WDR46	0.242737
EI24	RNF214	0.242735
NDUFA9	NAA38	0.242734
PCDH12	CLEC14A	0.24271
UMPS	TRMT10C	0.242705
DPH3	BRPF1	0.242705
CHEK1	RNF26	0.242703
MS4A7	GIMAP8	0.2427
QTRT2	PIK3R4	0.242699
KIF11	BUB3	0.242691
ZCCHC17	ZBTB8OS	0.24267
CCDC57	ZFAS1	0.242663
INTS9	XPO7	0.242655
TPGS1	ENDOG	0.242644
BOD1L1	PIGG	0.242642
BRIX1	RICTOR	0.242639
DIPK2B	GJA4	0.242636
TTI2	CCAR2	0.242634
PPIG	CIR1	0.24263
ARHGAP9	PIK3R6	0.24263
KPNA3	NUDT15	0.242613
ZNF563	ZNF433	0.242601
RSF1	EMSY	0.242598
GIMAP6	AIF1	0.242586
RAB5A	PDHB	0.242584
LCP2	AGAP2	0.242568
MTREX	RIOK2	0.242566
PPP2R1A	PRPF31	0.242559
ABCB7	NONO	0.242552
BCCIP	MCMBP	0.24255
ZC3H13	ESD	0.242537
WDR13	NDUFB11	0.242536
OTUD4	TMA16	0.242532
SELPLG	PARVG	0.24253
NUP98	SPTY2D1	0.242526
YIPF4	SLC30A6	0.242523
EXOSC9	EIF4E	0.24251
ZNF330	ARFIP1	0.242507
SLC25A44	UBQLN4	0.242501
NUP35	CWC22	0.242495
CSTF1	MTG2	0.242487
TMEM214	PREB	0.242469
PRKAR2A	KLHL18	0.242469
PSMD6	RAD54L2	0.242466
IK	HARS1	0.24246
TMEM128	PIGG	0.24244
CCT5	CCDC127	0.24243
RASAL3	GNGT2	0.242429
HAVCR2	SNX20	0.242426
EED	TMEM126A	0.242426
TMEM9B	RHOG	0.242405
MYO1F	MS4A7	0.242404
SELPLG	ARHGAP25	0.2424
NDUFB7	SMUG1	0.242369
SLC25A11	GEMIN4	0.242355
PAFAH1B1	GEMIN4	0.242348
SLC25A11	NUP88	0.242345
RAMP3	A2M	0.242345
CCT5	DNAJC21	0.242334
CD37	DOK3	0.242332
NUFIP1	MRPS31	0.242322
SENP2	OPA1	0.242317
RABEP1	DPH1	0.242307
ADISSP	CSNK2A1	0.242304
CLIP2	DISP1	0.242292
GGT5	LRRC32	0.242281
ITGA4	GAB3	0.242271
GNGT2	SPN	0.242268
RWDD1	RPF2	0.242261
TARS1	PAIP1	0.242256
KIAA1143	KIF15	0.242249
TSR1	NEURL4	0.242245
RNF4	BLOC1S4	0.242228
WAS	AGAP2	0.242219
TIE1	LRRC32	0.242201
NSMCE1	TRIM52-AS1	0.242201
E2F1	PXMP4	0.242198
NDUFB7	CCDC57	0.242195
AKNA	ARHGEF6	0.242164
TATDN1	MRPL13	0.242161
LPXN	FLI1	0.242142
SLC52A2	BOP1	0.242141
SACM1L	DCP1A	0.24213
DCUN1D2	NAXD	0.242127
XRN2	POLR3F	0.242119
ACAP1	GIMAP6	0.242108
DPH1	ANKFY1	0.242103
MOSPD1	SLC9A6	0.242101
AP2S1	RPL18	0.2421
NME6	RBM15B	0.242088
GORASP1	RNF123	0.242084
TUBGCP3	UPF3A	0.24208
MEF2C	MYCT1	0.242076
DCUN1D1	ZNF639	0.242074
ATG5	GTF3C6	0.242066
DVL2	SMG6	0.242065
EMD	VMA21	0.242064
SMC3	BUB3	0.242053
CDC20	CDCA8	0.242049
CRBN	RPL15	0.242045
NDUFA8	SSNA1	0.242037
TBCCD1	FYTTD1	0.242018
NELFCD	GID8	0.24199
EFR3A	FAM91A1	0.241989
ETFB	BCAS4	0.241988
CCDC174	METTL6	0.241982
FAM3A	MECP2	0.241978
BRPF1	DCP1A	0.241977
RPL32	LSM3	0.241975
BRD9	MTRR	0.241972
KLHL18	PDE12	0.241967
DNAJC10	GORASP2	0.24196
IFT52	DDX27	0.241953
CTBP1	GAK	0.241942
ACTR8	RNF123	0.24193
ARRB1	TMEM219	0.241927
SCRIB	HSF1	0.24191
TRIM21	TRIM5	0.241904
ATXN7	PBRM1	0.241897
SCAP	GLB1	0.241895
ELAC2	CTDNEP1	0.241872
RRP9	TMEM115	0.241871
RO60	RBBP5	0.241854
PDS5A	HAUS3	0.241849
ITGAX	MNDA	0.241849
APPL1	PDCD6IP	0.241845
DHX30	RPL29	0.241838
POLRMT	TMEM259	0.241831
TBP	LATS1	0.241823
NDC1	MRPL37	0.241805
ANKRD44	SEPTIN1	0.241787
SENP5	ABCF3	0.241781
BYSL	MRPL14	0.24178
EMC8	ZC3H18	0.24177
PRKAR2A	USP19	0.241761
BCL7C	C10orf95-AS1	0.241755
LPXN	HAVCR2	0.241754
WAS	RASGRP2	0.241733
EIF4BP6	EIF4BP7	0.241729
BTN2A1	BTN2A3P	0.241728
COPS3	PSMB6	0.241723
MIPEP	MICU2	0.24172
DHX36	ATR	0.241709
VHL	ZNF445	0.241706
ICE1	CCDC127	0.241695
TFE3	USP27X	0.241693
SNW1	GLRX5	0.24169
MRPL18	KATNA1	0.241679
RTF2	STAU1	0.241665
SMUG1	MZT2A	0.24166
WAS	FMNL1	0.241654
TELO2	WDR90	0.24165
DCAF1	SACM1L	0.241637
NELFCD	ACTR5	0.241634
PSMA1	MZT2B	0.241629
GID8	TAF4	0.241629
ABCF3	ALG3	0.241628
UBE2K	NELFA	0.241616
ITGAX	CCR1	0.241615
STT3B	SETD2	0.241612
SLC25A38	CCDC174	0.241596
KCNAB2	ARHGAP25	0.241577
LYRM2	LYRM4	0.241576
HASPIN	AURKB	0.241575
PRKAR2A	GNL3	0.241566
WDR82	FGD5-AS1	0.241559
RBM41	NUP62CL	0.241558
COPZ1	COX14	0.241558
ZNF419	TRAPPC2B	0.241548
PROSER1	ELF1	0.241533
NOVA2	GJA4	0.241533
SPCS1	DCAF1	0.241532
FXR2	COPS3	0.241528
NUP88	MIS12	0.241515
PIK3R5	GIMAP8	0.241509
NCBP3	TSR1	0.241506
MLH1	SETD2	0.241502
ELOC	TMEM70	0.241491
PAFAH1B1	INPP5K	0.24149
ABI3	MARCHF1	0.241468
BIN2	SNX20	0.241466
ITGAX	FERMT3	0.241446
MKRN2	ACTR8	0.241425
CYTH4	DOK3	0.241415
RTN4IP1	RPS21	0.241385
ELMO1	SNX20	0.241381
UBL4A	GDI1	0.241379
MTRR	MED10	0.241379
MNDA	HNRNPA1P21	0.241374
TNPO3	ATP6V1F	0.241373
TTI1	MOCS3	0.241372
ZNF304	ZNF776	0.241367
LY86	ZEB2	0.241355
TMEM161A	ARMC6	0.241352
FARS2	SDHAF2	0.241344
ZNF146	ZNF420	0.241331
ESD	SUGT1	0.241321
PSMA7	STAU1	0.241308
STAG2	UPF3B	0.241298
PRELID3B	STAU1	0.241291
ZBTB24	CDC40	0.241284
RNF4	UBE2K	0.241274
ARHGEF6	SYNE1	0.24127
AIF1	LILRB3	0.241267
TMEM258	ARRB1	0.241255
ATG16L1	COPS7B	0.241254
ADISSP	PSMF1	0.241244
TMEM14B	FARS2	0.241243
TSEN2	ARIH2	0.241232
DCUN1D1	VPS8	0.241231
HTATSF1	VBP1	0.241229
NCKAP1L	IKZF3	0.241225
CLEC2D	GAB3	0.241187
BRD9	MED10	0.241173
GRPEL1	PDS5A	0.24117
GOLGA2P10	UBE2Q2P2	0.241164
SPCS1	TMEM115	0.241146
TMEM203	NELFB	0.241143
CDC37L1	AK3	0.241142
TUSC2	DHX30	0.24114
CTNNBL1	SDHAF2	0.241138
XRCC5	DNPEP	0.241128
DDX31	WDR5	0.241118
EHMT1	WDR5	0.241115
GORASP1	PBRM1	0.241108
PCDH17	COL4A1	0.241104
NCBP3	KIAA0753	0.241095
LYPLA2	GPATCH3	0.241095
PSMB6	CTDNEP1	0.241092
CDC25A	SMARCC1	0.241078
SGTA	CLPP	0.241069
ASH2L	BAG4	0.241068
NUFIP1	GTF2F2	0.241067
USP34	BIRC6	0.241064
CYTH4	LAPTM5	0.241044
IRF8	FPR3	0.241042
PIK3CG	MNDA	0.241025
MTMR14	METTL6	0.24102
CUL3	CTDSP1	0.241001
CHEK1	HINFP	0.240997
UQCC5	MCRIP2	0.240988
RASGRP2	PIK3R5	0.240983
PDCD10	OPA1	0.240977
FXR1	RFC4	0.240974
ACTR8	WDR48	0.240954
CORO1A	FMNL1	0.240947
CTNNBL1	TBC1D7	0.24093
LRRC25	GIMAP1	0.240915
FARS2	RPLP2	0.240912
POLRMT	C19orf25	0.240902
POLD3	C2CD3	0.240899
MEF2C	CNRIP1	0.240851
RASAL3	GIMAP8	0.24085
DDX18	NIFK	0.240845
MMGT1	SLC9A6	0.240825
PLEKHJ1	SGTA	0.240813
AKNA	PIK3R5	0.240808
ABI3	PIK3R5	0.240803
RAD18	WDR48	0.240799
ARCN1	DLAT	0.240786
RAMP3	GPR4	0.240779
APBB1IP	CD33	0.240769
LYRM2	RNGTT	0.240766
ARL6	CEP97	0.240757
TEK	ZEB2	0.24074
SGTA	MLLT1	0.240721
GPALPP1	NAA16	0.240715
KEAP1	CDC37	0.240705
RPA1	GEMIN4	0.240696
RIC8A	TSSC4	0.240695
TESPA1	IKZF3	0.240687
COPZ1	LCMT1	0.240686
DLL4	ADGRL4	0.24068
NCKAP1L	PREX1	0.240671
HEATR1	AHCTF1	0.240665
PPP1R7	COPS9	0.24066
ITGAX	LILRB3	0.24065
LSG1	OPA1	0.240649
TMEM33	MED28	0.240639
UFL1	CASP8AP2	0.240637
ZNF586	ZNF776	0.240628
SMG6	SMYD4	0.240596
VBP1	BRCC3	0.240587
SASH3	AIF1	0.240571
ASH1L	RPRD2	0.240565
CD4	SELPLG	0.24056
APBA3	CSNK1G2	0.24056
EIF4G1	ABCF3	0.240554
RPL15P3	RPL10AP6	0.240552
MED13	DCAF7	0.24055
GPS1	OGFOD3	0.240548
TASP1	CSNK2A1	0.240547
EIF2B5	RFC4	0.240547
CTBP1	MRFAP1L1	0.240542
ENG	DIPK2B	0.240541
PANK2	TBC1D20	0.240538
THOC7	ATXN7	0.240536
HNRNPD	HNRNPDL	0.240533
REXO1	DUS3L	0.240526
LYRM2	ALG1L1P	0.240523
POLRMT	SGTA	0.240507
DOK2	APOBR	0.240503
SGO1	TRAIP	0.240502
ELOB	COPZ1	0.240492
PIK3C2A	TMEM41B	0.240486
PIK3R5	CSF1R	0.240484
HAUS2	LRRC57	0.240483
NCKAP1L	TMEM273	0.240479
TIMM8B	PTS	0.240475
CLEC2D	CD37	0.240459
MKRN2	CHCHD4	0.240444
RNGTT	MMS22L	0.240439
SNW1	EIF2S1	0.240436
C19orf25	MICOS13	0.240432
SLC10A3	GDI1	0.240428
IFFO1	PARVG	0.240426
SLC25A26	LYRM4	0.240421
NCKAP1L	PLEKHO2	0.240419
NCBP3	SMYD4	0.240418
FLT4	PCDH17	0.240409
TMEM14B	NOL7	0.240401
FLT1	ADGRL4	0.240393
LSM14B	YTHDF1	0.240383
